,el_kWh,Qh_40_kWh,Qh_60_kWh,Qc_kWh
4061,435.55,0,21.45,4.1
4062,717.408,0,62.312,0
4063,436.41,0,144.072,0
4064,388.12,0,226.675,0
4065,388.156,0,298.281,0
4066,388.17,0,325.618,0
4067,388.174,0,333.086,0
4068,727.255,0,262.705,0
4069,438.919,0,253.973,0
4070,388.115,0,212.796,0
4071,388.106,0,191.52,0
4072,388.067,0,116.977,0.4
4073,436.717,0,186.173,1
4074,717.456,0,247.829,1.6
4075,812.896,0,266.122,1.4
4076,435.577,0,150.505,3
4077,434.836,0,131.515,9.4
4078,435.168,0,122.454,10
4079,388.032,0,59.359,10
4080,388.02,0,28.223,9.4
4081,388.013,0,17.203,9
4082,388.008,0,17.914,8.6
4083,388.008,0,17.954,9
4084,388.009,0,14.432,9
4085,435.673,0,123.746,3.2
4086,714.444,0,323.678,0
4087,1029.535,0,344.16,0
4088,1563.15,0,369.25,0
4089,1909.585,0,399.652,0
4090,2229.737,0,379.915,0
4091,1894.033,0,333.112,0
4092,1465.888,0,312.024,0
4093,1622.584,0,346.562,0
4094,2231.979,0,331.95,0
4095,1893.405,0,287.525,0
4096,1667.272,0,246.577,0
4097,1035.43,0,247.306,0
4098,1044.217,0,283.573,0
4099,1135.874,0,283.556,0
4100,446.192,0,228.613,0
4101,445.96,0,180.591,14.9
4102,445.347,0,94.95,17.1
4103,390.591,0,68.168,0
4104,388.02,0,28.239,0
4105,388.013,0,17.206,0
4106,388.008,0,17.894,0
4107,388.008,0,17.921,0
4108,388.009,0,14.408,0
4109,435.479,0,123.71,0
4110,718.63,0,323.576,0
4111,1032.241,0,334.738,0
4112,1562.553,0,369.032,0
4113,1906.164,0,399.379,0
4114,2222.743,0,379.645,0
4115,1891.141,0,332.67,0
4116,1464.987,0,311.491,0
4117,1615.661,0,345.757,0
4118,2224.888,0,330.923,0
4119,1890.3,0,286.641,0
4120,1666.594,0,245.783,0
4121,1033.852,0,246.654,0
4122,1049.613,0,282.961,0
4123,1151.23,0,282.962,0
4124,447.994,0,228.178,0
4125,447.016,0,180.281,0
4126,445.434,0,94.761,0
4127,390.577,0,68.034,0
4128,388.02,0,28.167,0
4129,388.013,0,17.142,0
4130,388.008,0,17.742,0
4131,388.008,0,17.773,0
4132,388.009,0,14.325,0
4133,435.139,0,123.664,0
4134,730.616,0,323.566,0
4135,1032.477,0,334.662,0
4136,1564.012,0,369.154,0
4137,1906.39,0,399.436,0
4138,2227.514,0,379.592,0
4139,1892.172,0,332.819,0
4140,1466.737,0,311.699,0
4141,1620.276,0,346.101,0
4142,2222.365,0,331.424,0
4143,1887.352,0,287.153,0
4144,1665.087,0,246.262,0
4145,1030.388,0,247.026,0
4146,1040.606,0,283.289,0
4147,1138.863,0,283.253,0
4148,446.561,0,228.386,0
4149,446.271,0,180.414,0
4150,445.937,0,94.85,0
4151,390.662,0,68.096,0
4152,388.02,0,28.197,0
4153,388.013,0,17.159,0
4154,388.008,0,17.769,0
4155,388.008,0,17.799,0
4156,388.009,0,14.341,0
4157,435.529,0,123.681,0
4158,720.029,0,323.608,0
4159,1031.874,0,334.835,0
4160,1566.782,0,369.399,0
4161,1908.173,0,400.018,0
4162,2230.808,0,380.426,0
4163,1891.746,0,333.435,0
4164,1466.785,0,312.195,0
4165,1625.693,0,346.678,0
4166,2224.41,0,332.054,0
4167,1890.458,0,287.621,0
4168,1663.299,0,246.653,0
4169,1033.731,0,247.379,0
4170,1046.867,0,283.606,0
4171,1142.237,0,283.536,0
4172,446.707,0,228.578,0
4173,446.917,0,180.536,0
4174,446.026,0,94.923,0
4175,390.436,0,68.117,0
4176,388.02,0,28.208,0
4177,388.013,0,17.168,0
4178,388.008,0,17.785,0
4179,388.008,0,17.804,0
4180,388.009,0,14.337,0
4181,436.058,0,123.638,0
4182,728.401,0,323.47,0
4183,1032.109,0,334.588,0
4184,1559.617,0,368.997,0
4185,1904.839,0,399.515,0
4186,2227.194,0,379.935,0
4187,1890.574,0,333.137,0
4188,1457.782,0,311.879,0
4189,1625.436,0,346.294,0
4190,2230.089,0,331.608,0
4191,1891.384,0,287.309,0
4192,1666.815,0,246.429,0
4193,1032.951,0,247.229,0
4194,1043.768,0,283.496,0
4195,1139.653,0,283.446,0
4196,445.976,0,228.503,0
4197,445.971,0,180.531,0
4198,445.229,0,94.926,0
4199,390.478,0,68.16,0
4200,388.02,0,27.393,0
4201,388.02,0,30.005,0
4202,388.016,0,20.126,0
4203,388.008,0,14.745,0
4204,388.008,0,14.758,0
4205,435.049,0,35.271,0
4206,712.84,0,92.431,0
4207,755.843,0,192.216,0
4208,712.042,0,318.875,0
4209,713.779,0,323.245,0
4210,714.176,0,298.167,0
4211,713.888,0,336.05,0
4212,1065.041,0,324.686,0
4213,771.521,0,288.869,0
4214,713.958,0,221.041,0
4215,712.565,0,187.985,0
4216,712.066,0,230.018,0
4217,757.269,0,294.582,0
4218,1036.952,0,358.511,0
4219,1141.11,0,283.869,0
4220,446.475,0,170.231,0
4221,445.991,0,171.414,0
4222,444.835,0,122.453,0
4223,390.351,0,66.406,0
4224,388.023,0,35.608,0
4225,388.019,0,27.005,0
4226,388.016,0,21.568,0
4227,388.008,0,14.526,0
4228,388.008,0,14.54,0
4229,435.859,0,21.565,0
4230,720.758,0,62.43,0
4231,436.476,0,144.292,0
4232,388.12,0,226.846,0
4233,388.156,0,298.444,0
4234,388.17,0,325.688,0
4235,388.174,0,333.043,0
4236,732.967,0,262.58,0
4237,441.902,0,253.608,0
4238,388.115,0,212.527,0
4239,388.106,0,191.226,0
4240,388.067,0,116.774,0
4241,438.055,0,185.866,0
4242,714.429,0,247.5,0
4243,815.531,0,265.872,0
4244,435.062,0,150.398,0
4245,434.525,0,131.443,0
4246,434.09,0,122.367,0
4247,388.032,0,59.305,0
4248,388.02,0,28.157,0
4249,388.013,0,17.108,0
4250,388.008,0,17.638,0
4251,388.008,0,17.65,0
4252,388.009,0,14.241,0
4253,434.854,0,123.5,0
4254,723.982,0,323.135,0
4255,1033.399,0,343.715,0
4256,1565.092,0,368.742,0
4257,1909.546,0,399.2,0
4258,2229.522,0,379.636,0
4259,1890.2,0,332.748,0
4260,1463.243,0,311.578,0
4261,1624.685,0,345.891,0
4262,2227.573,0,331.114,0
4263,1896.324,0,286.837,0
4264,1669.477,0,245.991,0
4265,1032.67,0,246.841,0
4266,1043.115,0,283.032,0
4267,1140.581,0,282.999,0
4268,447.36,0,228.145,0
4269,446.645,0,180.16,0
4270,446.071,0,94.653,0
4271,390.69,0,67.913,0
4272,388.02,0,28.06,0
4273,388.013,0,17.003,0
4274,388.008,0,17.376,0
4275,388.008,0,17.392,0
4276,388.009,0,14.095,0
4277,435.476,0,123.338,0
4278,732.336,0,322.696,0
4279,1035.156,0,333.352,0
4280,1565.651,0,368.054,0
4281,1908.35,0,398.379,0
4282,2233.306,0,378.801,0
4283,1887.297,0,332.009,0
4284,1457.544,0,311.046,0
4285,1624.481,0,345.268,0
4286,2229.992,0,330.621,0
4287,1891.647,0,286.584,0
4288,1662.802,0,245.719,0
4289,1034.792,0,246.496,0
4290,1047.183,0,282.676,0
4291,1141.712,0,282.592,0
4292,446.664,0,227.852,0
4293,445.849,0,179.965,0
4294,445.207,0,94.568,0
4295,390.52,0,67.861,0
4296,388.02,0,28.04,0
4297,388.013,0,16.993,0
4298,388.008,0,17.358,0
4299,388.008,0,17.395,0
4300,388.009,0,14.109,0
4301,435.528,0,123.367,0
4302,728.387,0,322.748,0
4303,1035.585,0,333.349,0
4304,1565.72,0,367.824,0
4305,1905.99,0,397.928,0
4306,2224.976,0,378.235,0
4307,1889.934,0,331.478,0
4308,1454.523,0,310.536,0
4309,1616.86,0,344.629,0
4310,2227.04,0,329.658,0
4311,1893.565,0,285.545,0
4312,1668.167,0,244.859,0
4313,1035.478,0,245.854,0
4314,1046.598,0,282.223,0
4315,1149.352,0,282.231,0
4316,446.155,0,227.655,0
4317,446.471,0,179.934,0
4318,445.456,0,94.617,0
4319,390.52,0,67.928,0
4320,388.02,0,28.084,0
4321,388.013,0,17.029,0
4322,388.008,0,17.403,0
4323,388.008,0,17.428,0
4324,388.009,0,14.136,0
4325,434.901,0,123.487,0
4326,723.365,0,323.036,0
4327,1032.367,0,333.811,0
4328,1565.604,0,368.311,0
4329,1902.308,0,398.562,0
4330,2227.193,0,378.91,0
4331,1888.68,0,332.066,0
4332,1465.888,0,310.992,0
4333,1622.252,0,345.194,0
4334,2227.081,0,330.322,0
4335,1891.735,0,286.129,0
4336,1662.732,0,245.343,0
4337,1030.244,0,246.256,0
4338,1042.504,0,282.598,0
4339,1136.761,0,282.593,0
4340,446.117,0,227.909,0
4341,445.704,0,180.127,0
4342,445.163,0,94.667,0
4343,390.619,0,67.964,0
4344,388.02,0,28.113,0
4345,388.013,0,17.063,0
4346,388.008,0,17.511,0
4347,388.008,0,17.562,0
4348,388.009,0,14.221,0
4349,435.429,0,123.648,0
4350,721.358,0,323.425,0
4351,857.686,0,299.106,0
4352,1276.989,0,310.645,0
4353,1516.883,0,307.771,0
4354,1726.344,0,288.234,0
4355,1500.088,0,266.076,0
4356,1402.652,0,286.906,0
4357,1335.256,0,288.366,0
4358,1723.86,0,240.482,0
4359,1499.615,0,204.927,0
4360,1271.797,0,195.427,0
4361,861.149,0,229.56,0
4362,1043.68,0,283.815,0
4363,1144.774,0,283.763,0
4364,447.382,0,228.773,0
4365,446.204,0,180.704,0
4366,446.173,0,94.999,0
4367,390.662,0,68.197,0
4368,388.02,0,27.366,0
4369,388.02,0,29.941,0
4370,388.016,0,20.027,0
4371,388.008,0,14.508,0
4372,388.008,0,14.521,0
4373,435.364,0,35.184,0
4374,724.436,0,92.338,0
4375,756.902,0,192.105,0
4376,712.931,0,318.805,0
4377,714.854,0,323.343,0
4378,714.007,0,298.445,0
4379,714.564,0,336.55,0
4380,1049.098,0,325.317,0
4381,769.12,0,289.494,0
4382,712.683,0,221.578,0
4383,713.624,0,188.449,0
4384,712.321,0,230.749,0
4385,757.889,0,295.36,0
4386,1046.705,0,359.224,0
4387,1146.601,0,284.301,0
4388,447.65,0,170.406,0
4389,446.028,0,171.489,0
4390,445.144,0,122.436,0
4391,390.449,0,66.351,0
4392,388.023,0,35.547,0
4393,388.019,0,26.931,0
4394,388.016,0,21.48,0
4395,388.008,0,14.349,0
4396,388.008,0,14.357,0
4397,435.741,0,21.477,0
4398,717.669,0,62.342,0
4399,436.412,0,144.167,0
4400,388.12,0,226.738,0
4401,388.156,0,298.39,0
4402,388.17,0,325.689,0
4403,388.174,0,333.076,0
4404,726.009,0,262.725,0
4405,440.727,0,253.912,0
4406,388.115,0,212.896,0
4407,388.106,0,191.634,0
4408,388.067,0,117.054,0
4409,436.369,0,186.305,0
4410,719.063,0,248.036,0
4411,806.564,0,266.29,0
4412,435.51,0,150.574,0
4413,434.643,0,131.583,0
4414,434.28,0,122.488,0
4415,388.032,0,59.368,0
4416,388.02,0,28.217,0
4417,388.013,0,17.185,0
4418,388.008,0,17.842,0
4419,388.008,0,17.874,0
4420,388.009,0,14.386,0
4421,435.433,0,123.707,0
4422,716.965,0,323.56,0
4423,858.136,0,303.715,0
4424,1274.287,0,310.614,0
4425,1517.473,0,307.607,0
4426,1720.666,0,287.989,0
4427,1498.724,0,265.841,0
4428,1401.688,0,286.679,0
4429,1334.24,0,288.132,0
4430,1734.265,0,240.24,0
4431,1504.639,0,204.733,0
4432,1274.324,0,195.25,0
4433,864.171,0,229.404,0
4434,1045.366,0,283.616,0
4435,1141.932,0,283.582,0
4436,447.312,0,228.633,0
4437,446.496,0,180.625,0
4438,445.28,0,94.968,0
4439,390.549,0,68.182,0
4440,388.02,0,28.255,0
4441,388.013,0,17.23,0
4442,388.008,0,17.953,0
4443,388.008,0,17.994,0
4444,388.009,0,14.461,0
4445,435.818,0,123.829,0
4446,722.288,0,323.847,0
4447,863.011,0,299.609,0
4448,1281.688,0,311.042,0
4449,1523.497,0,308.12,0
4450,1728.291,0,288.497,0
4451,1502.963,0,266.113,0
4452,1405.607,0,286.778,0
4453,1335.789,0,288.084,0
4454,1738.88,0,240.078,0
4455,1505.042,0,204.526,0
4456,1271.091,0,195.002,0
4457,864.047,0,229.121,0
4458,1053.429,0,283.333,0
4459,1143.62,0,283.359,0
4460,447.778,0,228.514,0
4461,446.472,0,180.479,0
4462,445.619,0,94.859,0
4463,390.478,0,68.083,0
4464,388.02,0,28.165,0
4465,388.013,0,17.104,0
4466,388.008,0,17.614,0
4467,388.008,0,17.616,0
4468,388.009,0,14.225,0
4469,436.153,0,123.486,0
4470,730.595,0,323.131,0
4471,862.01,0,298.794,0
4472,1280.025,0,310.582,0
4473,1525.489,0,307.713,0
4474,1727.013,0,288.394,0
4475,1501.022,0,266.139,0
4476,1399.772,0,286.947,0
4477,1339.093,0,288.385,0
4478,1732.352,0,240.356,0
4479,1500.545,0,204.695,0
4480,1273.974,0,195.029,0
4481,863.464,0,229.033,0
4482,1047.414,0,283.089,0
4483,1146.459,0,282.983,0
4484,447.374,0,228.139,0
4485,446.123,0,180.174,0
4486,445.007,0,94.682,15
4487,390.619,0,67.943,18
4488,388.02,0,28.099,9
4489,388.013,0,17.067,21.3
4490,388.008,0,17.561,8.7
4491,388.008,0,17.591,0
4492,388.009,0,14.217,0
4493,435.357,0,123.498,0
4494,722.275,0,323.264,0
4495,860.717,0,298.954,0
4496,1281.013,0,310.703,0
4497,1518.658,0,307.915,0
4498,1730.861,0,288.476,0
4499,1502.136,0,266.237,0
4500,1407.28,0,287.081,0
4501,1337.544,0,288.479,0
4502,1727.451,0,240.602,0
4503,1499.589,0,205.074,0
4504,1269.875,0,195.406,0
4505,862.342,0,229.469,0
4506,1050.679,0,283.605,0
4507,1149.161,0,283.511,0
4508,446.798,0,228.522,0
4509,446.435,0,180.478,0
4510,445.29,0,94.85,14
4511,390.506,0,68.073,21.5
4512,388.02,0,28.17,17
4513,388.013,0,17.141,17.5
4514,388.008,0,17.669,10
4515,388.008,0,17.691,0
4516,388.009,0,14.265,0
4517,436.319,0,123.563,0
4518,740.444,0,323.305,0
4519,857.064,0,299.083,0
4520,1273.724,0,310.843,0
4521,1515.512,0,308,0
4522,1724.339,0,288.646,0
4523,1497.721,0,266.369,0
4524,1406.12,0,287.105,0
4525,1341.619,0,288.447,0
4526,1729.369,0,240.368,0
4527,1505.247,0,204.725,0
4528,1271.681,0,195.157,0
4529,862.017,0,229.209,0
4530,1050.523,0,283.323,0
4531,1134.437,0,283.234,0
4532,446.103,0,228.324,0
4533,446.036,0,180.361,4
4534,445.333,0,94.801,8.3
4535,390.605,0,68.055,11.4
4536,388.02,0,27.319,18
4537,388.02,0,29.929,17.6
4538,388.016,0,20.039,16
4539,388.008,0,14.6,14.7
4540,388.008,0,14.613,9
4541,435.075,0,35.18,0
4542,719.085,0,92.279,0
4543,754.822,0,191.826,0
4544,712.061,0,318.362,0
4545,715.186,0,322.76,0
4546,714.055,0,297.724,0
4547,715.025,0,335.547,0
4548,1055.587,0,324.19,0
4549,770.049,0,288.427,0
4550,714.351,0,220.692,0
4551,713.594,0,187.673,0
4552,712.38,0,229.633,0
4553,759.445,0,294.057,0
4554,1047.534,0,357.909,0
4555,1139.846,0,283.405,0
4556,447.334,0,169.958,0
4557,445.663,0,171.139,12.5
4558,444.729,0,122.236,19.7
4559,390.506,0,66.277,17
4560,388.023,0,35.517,15
4561,388.019,0,26.92,14.1
4562,388.016,0,21.485,0.7
4563,388.008,0,14.38,0
4564,388.008,0,14.389,0
4565,435.665,0,21.477,0
4566,728.289,0,62.32,0
4567,437.629,0,144.049,0
4568,388.12,0,226.518,0
4569,388.156,0,298.005,0
4570,388.17,0,325.208,0
4571,388.174,0,332.542,0
4572,729.346,0,262.134,0
4573,440.844,0,253.198,0
4574,388.115,0,212.178,0
4575,388.106,0,190.914,0
4576,388.067,0,116.561,0
4577,437.586,0,185.535,0
4578,715.287,0,247.067,0
4579,808.772,0,265.419,0
4580,434.728,0,150.127,0
4581,434.214,0,131.234,13.3
4582,434.329,0,122.215,19.9
4583,388.032,0,59.237,18.8
4584,388.02,0,28.122,15.2
4585,388.013,0,17.083,13.8
4586,388.008,0,17.568,0
4587,388.008,0,17.6,0
4588,388.009,0,14.229,0
4589,435.839,0,123.527,0
4590,720.582,0,323.156,0
4591,861.751,0,302.855,0
4592,1278.507,0,310.26,0
4593,1517.189,0,307.283,0
4594,1722.264,0,287.732,0
4595,1495.298,0,265.399,0
4596,1404.925,0,286.058,0
4597,1335.995,0,287.367,0
4598,1729.459,0,239.384,0
4599,1500.622,0,203.919,0
4600,1273.745,0,194.435,0
4601,865.204,0,228.488,0
4602,1054.401,0,282.601,0
4603,1146.234,0,282.602,0
4604,446.887,0,227.917,0
4605,445.952,0,180.058,13.2
4606,445.691,0,94.643,21.8
4607,390.478,0,67.938,17.8
4608,388.02,0,28.088,6.2
4609,388.013,0,17.04,0
4610,388.008,0,17.449,0
4611,388.008,0,17.485,0
4612,388.009,0,14.165,0
4613,435.791,0,123.472,0
4614,718.883,0,323.002,0
4615,857.499,0,298.569,0
4616,1276.448,0,310.044,0
4617,1516.829,0,307.018,0
4618,1728.103,0,287.416,0
4619,1500.798,0,265.279,0
4620,1395.803,0,286.069,0
4621,1337.12,0,287.475,0
4622,1727.569,0,239.582,0
4623,1503.27,0,204.161,0
4624,1270.973,0,194.702,0
4625,860.568,0,228.798,0
4626,1045.31,0,282.975,0
4627,1147.042,0,282.93,0
4628,448.342,0,228.15,0
4629,446.781,0,180.268,14.8
4630,445.801,0,94.776,15.2
4631,390.478,0,68.057,0
4632,388.02,0,28.165,0
4633,388.013,0,17.125,0
4634,388.008,0,17.645,0
4635,388.008,0,17.696,0
4636,388.009,0,14.295,0
4637,435.985,0,123.702,0
4638,728.973,0,323.545,0
4639,859.201,0,299.236,0
4640,1275.459,0,310.68,0
4641,1518.213,0,307.7,0
4642,1724.682,0,288.101,0
4643,1500.934,0,265.898,0
4644,1396.396,0,286.713,0
4645,1337.581,0,288.13,0
4646,1738.2,0,240.228,0
4647,1508.429,0,204.697,0
4648,1280.655,0,195.209,0
4649,863.935,0,229.343,0
4650,1048.423,0,283.579,0
4651,1145.641,0,283.567,0
4652,447.418,0,228.647,0
4653,446.353,0,180.623,0
4654,445.826,0,94.954,15.5
4655,390.648,0,68.165,21.9
4656,388.02,0,28.219,7.6
4657,388.013,0,17.161,0
4658,388.008,0,17.712,0
4659,388.008,0,17.748,0
4660,388.009,0,14.305,0
4661,435.405,0,123.701,0
4662,719.75,0,323.669,0
4663,862.091,0,299.498,0
4664,1278.551,0,311.031,0
4665,1519.039,0,308.286,0
4666,1727.457,0,288.947,0
4667,1503.212,0,266.679,0
4668,1403.813,0,287.447,0
4669,1336.085,0,288.799,0
4670,1734.026,0,240.73,0
4671,1504.658,0,204.993,0
4672,1273.246,0,195.36,0
4673,863.429,0,229.391,0
4674,1047.291,0,283.518,0
4675,1138.259,0,283.42,0
4676,446.014,0,228.506,0
4677,445.408,0,180.471,0
4678,444.763,0,94.845,15.2
4679,390.436,0,68.074,23
4680,388.02,0,28.175,17.9
4681,388.013,0,17.129,1.9
4682,388.008,0,17.682,0
4683,388.008,0,17.707,0
4684,388.009,0,14.291,0
4685,435.577,0,123.633,0
4686,722.531,0,323.546,0
4687,855.953,0,299.335,0
4688,1278.645,0,311.011,0
4689,1517.592,0,308.368,0
4690,1727.527,0,288.816,0
4691,1497.487,0,266.405,0
4692,1402.092,0,287.211,0
4693,1338.451,0,288.601,0
4694,1731.247,0,240.653,0
4695,1501.83,0,204.941,0
4696,1270.706,0,195.307,0
4697,862.648,0,229.333,0
4698,1052.745,0,283.459,0
4699,1150.214,0,283.393,0
4700,447.19,0,228.473,0
4701,446.057,0,180.442,14
4702,445.342,0,94.823,22
4703,390.577,0,68.051,19
4704,388.02,0,27.294,17
4705,388.02,0,29.877,12
4706,388.016,0,19.983,0
4707,388.008,0,14.479,0
4708,388.008,0,14.486,0
4709,435.437,0,35.119,0
4710,724.969,0,92.215,0
4711,754.871,0,191.712,0
4712,712.763,0,318.227,0
4713,715.076,0,322.691,0
4714,714.944,0,297.689,0
4715,715.111,0,335.581,0
4716,1058.036,0,324.279,0
4717,767.037,0,288.682,0
4718,712.661,0,220.946,0
4719,712.1,0,187.9,0
4720,711.252,0,229.943,0
4721,757.978,0,294.472,0
4722,1051.802,0,358.331,0
4723,1147.465,0,283.662,0
4724,446.297,0,170.063,0
4725,445.821,0,171.189,7.9
4726,445.623,0,122.228,3
4727,390.802,0,66.236,24.8
4728,388.023,0,35.477,18
4729,388.019,0,26.875,18
4730,388.016,0,21.433,12.3
4731,388.008,0,14.289,0
4732,388.008,0,14.296,0
4733,435.312,0,21.423,0
4734,722.389,0,62.252,0
4735,435.996,0,143.917,0
4736,388.12,0,226.338,0
4737,388.156,0,297.772,0
4738,388.17,0,324.955,0
4739,388.174,0,332.276,0
4740,727.704,0,261.93,0
4741,440.364,0,252.996,0
4742,388.115,0,212.027,0
4743,388.106,0,190.771,0
4744,388.067,0,116.47,0
4745,435.711,0,185.392,0
4746,715.922,0,246.868,0
4747,807.948,0,265.185,0
4748,434.281,0,149.977,0
4749,434.262,0,131.137,11.3
4750,434.664,0,122.125,19.2
4751,388.032,0,59.193,17
4752,388.02,0,28.103,14
4753,388.013,0,17.076,14
4754,388.008,0,17.573,11.4
4755,388.008,0,17.613,0.1
4756,388.009,0,14.239,0
4757,435.603,0,123.582,0
4758,723.123,0,323.262,0
4759,857.755,0,302.864,0
4760,1277.809,0,310.375,0
4761,1518.027,0,307.391,0
4762,1723.785,0,287.793,0
4763,1496.661,0,265.441,0
4764,1404.796,0,286.073,0
4765,1336.466,0,287.368,0
4766,1725.614,0,239.389,0
4767,1502.471,0,203.927,0
4768,1269.979,0,194.441,0
4769,860.502,0,228.496,2.8
4770,1048.659,0,282.634,4
4771,1147.439,0,282.653,5
4772,446.898,0,227.965,6
4773,446.254,0,180.101,8
4774,446.074,0,94.664,8.8
4775,390.52,0,67.956,8.8
4776,388.02,0,28.088,9.8
4777,388.013,0,17.03,17
4778,388.008,0,17.414,16
4779,388.008,0,17.443,14.2
4780,388.009,0,14.139,2.6
4781,435.887,0,123.455,0
4782,726.715,0,322.965,0
4783,855.775,0,298.52,0
4784,1278.774,0,310.026,0
4785,1518.129,0,307.005,0
4786,1723.108,0,287.432,0
4787,1496.844,0,265.116,0
4788,1397.788,0,285.756,0
4789,1341.946,0,287.018,0
4790,1730.875,0,239.046,0
4791,1503.1,0,203.633,0
4792,1278.605,0,194.171,0
4793,862.897,0,228.225,0
4794,1043.982,0,282.335,0
4795,1141.513,0,282.334,0
4796,446.383,0,227.727,0
4797,446.631,0,179.81,6.5
4798,445.881,0,94.431,9.8
4799,390.845,0,67.726,9
4800,388.02,0,27.908,9
4801,388.013,0,16.796,9.2
4802,388.008,0,16.78,17.5
4803,388.008,0,16.774,16
4804,388.009,0,13.738,3
4805,434.997,0,122.929,0
4806,723.661,0,321.891,0
4807,856.356,0,297.345,0
4808,1276.811,0,309.187,0
4809,1518.773,0,306.332,0
4810,1728.645,0,286.923,0
4811,1505.378,0,264.812,0
4812,1398.946,0,285.595,0
4813,1331.89,0,286.966,0
4814,1724.452,0,239.062,0
4815,1496.481,0,203.73,0
4816,1271.267,0,194.262,0
4817,861.849,0,228.388,0
4818,1044.251,0,282.363,1.7
4819,1140.05,0,282.175,4
4820,447.02,0,227.456,5.7
4821,446.634,0,179.581,6
4822,446.096,0,94.312,8
4823,390.605,0,67.648,3.6
4824,388.02,0,27.879,10.1
4825,388.013,0,16.79,9
4826,388.008,0,16.795,15.7
4827,388.008,0,16.828,16
4828,388.009,0,13.781,13.6
4829,435.576,0,123.035,0.6
4830,729.011,0,321.987,0
4831,861.475,0,297.293,0
4832,1278.894,0,308.941,0
4833,1520.889,0,305.865,0
4834,1726.524,0,286.338,0
4835,1499.845,0,264.144,0
4836,1385.474,0,284.854,0
4837,1334.028,0,286.088,0
4838,1729.254,0,238.174,0
4839,1500.095,0,202.907,0
4840,1276.834,0,193.519,0
4841,864.99,0,227.529,0
4842,1054.061,0,281.564,4.7
4843,1154.352,0,281.548,5
4844,447.428,0,227.123,5
4845,445.898,0,179.465,6
4846,445.139,0,94.292,9
4847,390.591,0,67.68,9.6
4848,388.02,0,27.895,9.7
4849,388.013,0,16.799,8.3
4850,388.008,0,16.758,9
4851,388.008,0,16.794,11.6
4852,388.009,0,13.774,19.4
4853,435.189,0,123.119,7.7
4854,732.065,0,322.203,0
4855,858.966,0,297.536,0
4856,1275.363,0,309.139,0
4857,1520.491,0,306.03,0
4858,1729.503,0,286.465,0
4859,1498.683,0,264.385,0
4860,1401.484,0,285.187,0
4861,1336.778,0,286.5,0
4862,1729.461,0,238.606,0
4863,1506.915,0,203.312,0
4864,1274.526,0,193.943,0
4865,861.881,0,228,0
4866,1047.758,0,282.084,0.6
4867,1147.573,0,282.04,3
4868,446.466,0,227.497,5
4869,445.972,0,179.686,8
4870,445.511,0,94.399,9.6
4871,390.591,0,67.729,8.4
4872,388.02,0,27.048,8.6
4873,388.02,0,29.641,8.4
4874,388.016,0,19.704,8.6
4875,388.008,0,13.875,8.6
4876,388.008,0,13.879,7.8
4877,435.15,0,34.88,4.4
4878,724.909,0,91.845,0
4879,754.583,0,190.957,0
4880,712.061,0,317.264,0
4881,712.03,0,321.742,0
4882,712.679,0,296.816,0
4883,712.65,0,334.478,0
4884,1059.91,0,323.203,0
4885,770.452,0,287.582,0
4886,713.271,0,220.075,0
4887,712.895,0,187.133,0
4888,711.581,0,228.944,0
4889,757.995,0,293.187,5.6
4890,1043.575,0,356.915,7
4891,1139.781,0,282.523,6
4892,447.008,0,169.422,6.2
4893,445.554,0,170.526,8
4894,444.928,0,121.721,8.8
4895,390.478,0,65.901,8.7
4896,388.023,0,35.21,8.2
4897,388.019,0,26.6,9
4898,388.016,0,21.138,9.6
4899,388.008,0,13.68,19
4900,388.008,0,13.695,5.9
4901,435.669,0,21.139,0
4902,726.869,0,61.91,0
4903,438.732,0,143.237,0
4904,388.12,0,225.368,0
4905,388.156,0,296.517,0
4906,388.17,0,323.595,0
4907,388.174,0,331.068,0
4908,735.267,0,261.057,0
4909,441.972,0,252.266,0
4910,388.115,0,211.483,0
4911,388.106,0,190.336,0
4912,388.067,0,116.218,0
4913,435.59,0,185.027,0
4914,717.58,0,246.406,0
4915,817.962,0,264.668,0
4916,435.87,0,149.665,0
4917,435.25,0,130.791,6.5
4918,435.071,0,121.772,9.7
4919,388.032,0,58.939,9.7
4920,388.02,0,27.857,17.4
4921,388.013,0,16.728,19.3
4922,388.008,0,16.5,14.4
4923,388.008,0,16.528,0
4924,388.009,0,13.636,0
4925,435.286,0,123.024,0
4926,732.892,0,321.934,0
4927,858.573,0,301.159,0
4928,1278.789,0,309.095,0
4929,1518.174,0,306.215,0
4930,1725.176,0,286.756,0
4931,1503.053,0,264.648,0
4932,1401.953,0,285.376,0
4933,1338.581,0,286.668,0
4934,1733.061,0,238.779,0
4935,1508.301,0,203.377,0
4936,1277.04,0,193.856,0
4937,865.836,0,227.78,1.7
4938,1048.466,0,281.781,3
4939,1152.762,0,281.723,5
4940,447.959,0,227.252,5.7
4941,446.627,0,179.481,7.3
4942,445.523,0,94.26,8.6
4943,390.718,0,67.61,8
4944,388.02,0,27.814,8.7
4945,388.013,0,16.666,7.7
4946,388.008,0,16.334,14.3
4947,388.008,0,16.357,17.7
4948,388.009,0,13.535,5.6
4949,434.999,0,122.917,9.7
4950,709.121,0,321.781,0
4951,857.53,0,297.262,0
4952,1277.232,0,309.112,0
4953,1522.522,0,306.27,0
4954,1731.387,0,286.999,0
4955,1505.095,0,264.904,0
4956,1394.138,0,285.732,0
