,el_kWh,Qh_40_kWh,Qh_60_kWh,Qc_kWh
1659,388.008,0,20.328,0
1660,388.009,0,15.77,0
1661,434.395,0,125.138,0
1662,722.12,382.872,327.031,0
1663,1033.18,1397.387,337.264,0
1664,1548.553,1242.637,369.136,0
1665,1882.782,1116.341,397.542,0
1666,2194.711,928.705,377.954,0
1667,1873.9,874.687,332.649,0
1668,1488.928,663.796,314.806,0
1669,1621.565,715.445,346.699,0
1670,2199.292,412.484,329.058,0
1671,1867.935,400.527,284.567,0
1672,1645.334,379.559,246.021,0
1673,1034.466,422.927,249.494,0
1674,1046.385,40.365,287.229,0
1675,1144.025,3.98,287.243,0
1676,451.846,310.845,230.989,0
1677,446.895,0,182.487,0
1678,445.958,0,96.086,0
1679,390.52,0,69.024,0
1680,388.02,0,28.034,0
1681,388.02,0,30.622,0
1682,388.016,0,20.824,0
1683,388.008,0,16.212,0
1684,388.008,0,16.236,0
1685,435.415,0,35.921,0
1686,736.627,407.387,93.483,0
1687,761.764,639.406,195.09,0
1688,715.976,632.728,322.815,0
1689,717.81,593.231,327.267,0
1690,718.095,526.043,302.018,0
1691,718.749,472.765,340.573,0
1692,1059.649,94.101,329.265,0
1693,771.377,349.458,293.153,0
1694,716.916,424.197,224.424,0
1695,715.962,452.066,191.073,0
1696,714.678,453.765,233.884,0
1697,761.1,373.813,299.724,0
1698,1041.98,124.197,363.959,0
1699,1146.221,47.92,288.066,0
1700,451.185,409.292,172.268,0
1701,446.596,0,173.412,0
1702,445.48,0,123.965,0
1703,390.534,0,67.336,0
1704,388.023,0,36.313,0
1705,388.019,0,27.701,0
1706,388.016,0,22.316,0
1707,388.008,0,16.003,0
1708,388.008,0,16.028,0
1709,435.168,0,22.349,0
1710,719.225,567.162,63.349,0
1711,439.302,762.311,146.182,0
1712,392.197,760.371,229.564,0
1713,392.234,704.283,302.045,0
1714,392.247,631.839,329.694,0
1715,392.253,571.784,337.248,0
1716,738.711,172.516,266.134,0
1717,443.534,417.648,257.047,0
1718,392.195,460.812,215.456,0
1719,392.181,477.346,193.928,0
1720,392.145,477.798,118.571,0
1721,440.136,407.45,188.563,0
1722,725.676,168.407,251.024,0
1723,824.472,80.425,269.587,0
1724,440.189,465.295,152.491,0
1725,435.05,0,133.377,0
1726,434.973,0,124.19,0
1727,388.032,0,60.372,0
1728,388.02,0,29.015,0
1729,388.013,0,18.16,0
1730,388.008,0,20.57,0
1731,388.008,0,20.597,0
1732,388.009,0,15.936,0
1733,436.104,0,125.38,0
1734,730.005,609.219,327.515,0
1735,1029.472,3313.454,351.383,0
1736,1550.077,2867.295,369.638,0
1737,1889.545,2480.548,397.907,0
1738,2198.164,2047.983,378.085,0
1739,1869.747,1833.474,332.646,0
1740,1481.622,1422.36,314.645,0
1741,1611.524,1385.164,346.527,0
1742,2199.709,1112.099,329.192,0
1743,1872.581,1103.44,284.839,0
1744,1646.153,1088.897,246.355,0
1745,1037.375,1161.643,249.84,0
1746,1050.993,122.697,287.622,0
1747,1144.216,46.246,287.646,0
1748,450.86,407.688,231.259,0
1749,446.109,0,182.723,0
1750,445.47,0,96.232,0
1751,390.535,0,69.138,0
1752,388.02,0,28.958,0
1753,388.013,0,18.101,0
1754,388.008,0,20.44,0
1755,388.008,0,20.461,0
1756,388.009,0,15.849,0
1757,435.43,0,125.251,0
1758,727.199,505.032,327.251,0
1759,1032.222,2065.272,337.636,0
1760,1552.899,1718.718,369.172,0
1761,1892.285,1431.579,397.367,0
1762,2198.871,1084.278,377.546,0
1763,1870.873,962.598,332.19,0
1764,1466.698,661.871,314.248,0
1765,1608.979,681.076,346.054,0
1766,2198.429,508.002,328.687,0
1767,1876.204,558.48,284.427,0
1768,1650.072,575.341,246.031,0
1769,1035.819,687.594,249.546,0
1770,1052.112,51.499,287.308,0
1771,1145.103,5.731,287.302,0
1772,451.062,320.133,230.974,0
1773,446.043,0,182.457,0
1774,445.185,0,96.057,0
1775,390.619,0,68.99,0
1776,388.02,0,28.862,0
1777,388.013,0,17.998,0
1778,388.008,0,20.2,0
1779,388.008,0,20.221,0
1780,388.009,0,15.701,0
1781,435.961,0,125.021,0
1782,742.046,307.389,326.791,0
1783,1037.241,1349.055,336.779,0
1784,1551.924,1113.533,368.575,0
1785,1889.328,837.397,396.669,0
1786,2197.317,624.828,376.973,0
1787,1865.578,673.491,331.936,0
1788,1471.311,391.131,314.077,0
1789,1613.968,411.526,345.847,0
1790,2186.308,320.225,328.427,0
1791,1863.334,437.248,284.302,0
1792,1638.324,404.368,245.865,0
1793,1033.135,426.938,249.351,0
1794,1052.303,13.787,287.091,0
1795,1149.76,0,287.046,0
1796,451.452,248.993,230.8,0
1797,446.604,0,182.284,0
1798,445.15,0,95.944,0
1799,390.549,0,68.894,0
1800,388.02,0,28.798,0
1801,388.013,0,17.936,0
1802,388.008,0,20.018,0
1803,388.008,0,20.02,0
1804,388.009,0,15.574,0
1805,435.433,0,124.82,0
1806,722.677,168.071,326.375,0
1807,1029.764,1011.78,336.268,0
1808,1552.286,840.525,368.332,0
1809,1886.204,717.505,396.709,0
1810,2188.911,502.057,376.833,0
1811,1862.186,472.383,331.65,0
1812,1461.98,282.869,313.938,0
1813,1609.573,339.051,345.726,0
1814,2192.539,295.389,328.296,0
1815,1868.004,336.574,284.072,0
1816,1644.706,325.05,245.653,0
1817,1034.467,334.502,249.167,0
1818,1055.351,2.056,286.874,0
1819,1142.105,0.455,286.811,0
1820,451.245,191.22,230.639,0
1821,446.669,0,182.144,0
1822,445.489,0,95.861,0
1823,390.535,0,68.828,0
1824,388.02,0,28.775,0
1825,388.013,0,17.878,0
1826,388.008,0,19.903,0
1827,388.008,0,19.923,0
1828,388.009,0,15.522,0
1829,435.049,0,124.731,0
1830,729.448,73.11,326.187,0
1831,1034.366,748.622,335.848,0
1832,1552.326,592.719,367.877,0
1833,1880.464,462.652,395.983,0
1834,2186.533,324.594,376.28,0
1835,1865.724,295.381,331.173,0
1836,1479.493,156.148,313.503,0
1837,1606.287,151.24,345.255,0
1838,2183.538,195.947,327.794,0
1839,1857.334,209.303,283.61,0
1840,1635.03,219.946,245.309,0
1841,1030.978,197.562,248.889,0
1842,1044.598,0,286.576,0
1843,1140.081,0,286.563,0
1844,451.045,120.593,230.518,0
1845,446.202,0,182.073,0
1846,445.868,0,95.836,0
1847,390.52,0,68.819,0
1848,388.02,0,27.896,0
1849,388.02,0,30.478,0
1850,388.016,0,20.679,0
1851,388.008,0,15.957,0
1852,388.008,0,15.975,0
1853,435.797,0,35.759,0
1854,732.381,97.985,93.245,0
1855,765.083,336.192,194.411,0
1856,717.844,346.618,321.886,0
1857,718.536,312.607,326.314,0
1858,718.732,248.11,301.073,0
1859,718.628,197.874,339.43,0
1860,1056.435,0,328.05,0
1861,773.078,35.783,292.04,0
1862,717.949,82.411,223.486,0
1863,716.849,70.917,190.158,0
1864,715.824,55.595,232.683,0
1865,760.341,9.145,298.128,0
1866,1047.328,0,362.211,0
1867,1144.758,0,286.729,0
1868,449.819,39.94,171.619,0
1869,445.71,0,172.723,0
1870,445.149,0,123.466,0
1871,390.647,0,67.025,0
1872,388.023,0,36.107,0
1873,388.019,0,27.512,0
1874,388.016,0,22.135,0
1875,388.008,0,15.711,0
1876,388.008,0,15.736,0
1877,435.213,0,22.173,0
1878,725.666,130.45,63.157,0
1879,441.681,346.132,145.721,0
1880,392.197,352.588,228.882,0
1881,392.234,304.57,301.088,0
1882,392.247,240.37,328.564,0
1883,392.253,187.261,336.009,0
1884,730.63,0,265.006,0
1885,442.143,7.392,255.991,0
1886,392.195,35.635,214.555,0
1887,392.181,61.406,193.093,0
1888,392.145,73.239,118.032,0
1889,441.999,30.266,187.776,0
1890,726.87,0,250.017,0
1891,815.012,0,268.486,0
1892,440.52,68.399,151.88,0
1893,435.483,0,132.762,0
1894,435.458,0,123.605,0
1895,388.032,0,60.019,0
1896,388.02,0,28.757,0
1897,388.013,0,17.879,0
1898,388.008,0,19.894,0
1899,388.008,0,19.907,0
1900,388.009,0,15.511,0
1901,435.167,0,124.747,0
1902,729.602,29.531,326.253,0
1903,1031.498,1217.218,347.56,0
1904,1556.029,928.965,367.821,0
1905,1889.287,687.824,395.783,0
1906,2194.139,352.048,375.836,0
1907,1873.005,454.529,330.953,0
1908,1472.689,432.668,313.38,0
1909,1608.006,260.491,345.095,0
1910,2195.127,101.215,327.424,0
1911,1865.428,119.486,283.204,0
1912,1637.886,88.954,244.877,0
1913,1032.814,163.711,248.538,0
1914,1061.599,0,286.249,0
1915,1155.67,0,286.304,0
1916,449.449,30.144,230.401,0
1917,446.176,0,181.99,0
1918,445.231,0,95.802,0
1919,390.605,0,68.816,0
1920,388.02,0,28.766,0
1921,388.013,0,17.916,0
1922,388.008,0,20.044,0
1923,388.008,0,20.093,0
1924,388.009,0,15.644,0
1925,436.174,0,124.996,0
1926,728.616,139.765,326.8,0
1927,1030.575,982.369,336.499,0
1928,1544.75,753.729,368.347,0
1929,1885.989,544.051,396.301,0
1930,2192.349,362.197,376.505,0
1931,1868.033,297.666,331.278,0
1932,1466.757,176.328,313.471,0
1933,1609.707,52.923,345.148,0
1934,2185.895,74.405,327.55,0
1935,1858.304,96.396,283.401,0
1936,1631.068,123.974,245.175,0
1937,1030.231,104.179,248.882,0
1938,1050.429,0,286.7,0
1939,1152.577,0,286.733,0
1940,451.807,121.972,230.707,0
1941,446.659,0,182.25,0
1942,445.822,0,95.955,0
1943,390.52,0,68.933,0
1944,388.02,0,28.831,0
1945,388.013,0,17.966,0
1946,388.008,0,20.121,0
1947,388.008,0,20.151,0
1948,388.009,0,15.665,0
1949,435.262,0,125,0
1950,727.448,190.43,326.791,0
1951,1030.665,881.258,336.542,0
1952,1551.119,681.13,368.207,0
1953,1886.946,479.55,396.08,0
1954,2190.87,335.724,376.267,0
1955,1862.816,328.144,331.195,0
1956,1475.411,128.493,313.466,0
1957,1605.93,117.068,345.123,0
1958,2190.599,157.522,327.549,0
1959,1861.77,117.518,283.258,0
1960,1634.994,119.552,244.973,0
1961,1026.186,79.517,248.704,0
1962,1050.449,0,286.532,0
1963,1149.722,0,286.559,0
1964,451.678,118.261,230.603,0
1965,446.503,0,182.161,0
1966,446.111,0,95.907,0
1967,390.662,0,68.897,0
1968,388.02,0,28.814,0
1969,388.013,0,17.958,0
1970,388.008,0,20.124,0
1971,388.008,0,20.165,0
1972,388.009,0,15.685,0
1973,434.755,0,125.032,0
1974,725.216,227.456,326.847,0
1975,1027.389,832.053,336.493,0
1976,1547.312,632.179,368.154,0
1977,1881.278,444.894,395.948,0
1978,2187.998,303.362,376.055,0
1979,1858.302,233.934,330.856,0
1980,1465.327,62.169,313.138,0
1981,1598.681,34.523,344.709,0
1982,2185.168,82.099,327.034,0
1983,1861.5,93.631,282.95,0
1984,1635.26,107.69,244.809,0
1985,1022.963,58.809,248.619,0
1986,1051.477,0,286.486,0
1987,1138.61,0,286.508,0
1988,451.071,105.686,230.562,0
1989,446.441,0,182.114,0
1990,445.679,0,95.876,0
1991,390.577,0,68.874,0
1992,388.02,0,28.79,0
1993,388.013,0,17.923,0
1994,388.008,0,20.019,0
1995,388.008,0,20.051,0
1996,388.009,0,15.608,0
1997,435.577,0,124.906,0
1998,728.31,131.241,326.582,0
1999,1033.046,614.851,336.105,0
2000,1548.46,486.559,367.859,0
2001,1880.888,355.021,395.671,0
2002,2185.216,269.459,375.866,0
2003,1860.258,212.075,330.769,0
2004,1468.369,48.601,313.138,0
2005,1598.802,45.922,344.779,0
2006,2189.317,101.712,327.118,0
2007,1861.079,120.372,283.027,0
2008,1631.474,137.194,244.868,0
2009,1022.749,81.238,248.65,0
2010,1047.643,0,286.472,0
2011,1145.421,0,286.495,0
2012,451.437,105.065,230.56,0
2013,445.831,0,182.122,0
2014,445.747,0,95.871,0
2015,390.619,0,68.873,0
2016,388.02,0,27.932,0
2017,388.02,0,30.515,0
2018,388.016,0,20.716,0
2019,388.008,0,16.025,0
2020,388.008,0,16.044,0
2021,435.557,0,35.807,0
2022,732.95,143.531,93.321,0
2023,761.157,358.823,194.448,0
2024,715.83,359.912,321.882,0
2025,717.458,316.61,326.225,0
2026,717.632,247.346,300.939,0
2027,718.455,188.669,339.197,0
2028,1060.484,0,327.749,0
2029,773.921,12.912,291.744,0
2030,716.695,51.317,223.269,0
2031,716.265,64.98,189.992,0
2032,715.76,78.611,232.557,0
2033,759.46,26.764,298.015,0
2034,1047.019,0,362.228,0
2035,1146.236,0,286.726,0
2036,450.761,57.408,171.642,0
2037,445.641,0,172.738,0
2038,445.175,0,123.464,0
2039,390.52,0,67.022,0
2040,388.023,0,36.095,0
2041,388.019,0,27.495,0
2042,388.016,0,22.11,0
2043,388.008,0,15.667,0
2044,388.008,0,15.683,0
2045,435.474,0,22.134,0
2046,728.23,77.131,63.097,0
2047,441.144,290.434,145.572,0
2048,392.197,290.974,228.658,0
2049,392.234,236.921,300.768,0
2050,392.247,179.184,328.23,0
2051,392.253,118.695,335.646,0
2052,731.888,0,264.664,0
2053,441.701,0,255.648,0
2054,388.331,0.826,214.237,0
2055,388.431,1.781,192.798,0
2056,389.364,5.032,117.837,0
2057,437.013,0.08,187.491,0
2058,719.086,0,249.64,0
2059,818.524,0,268.111,0
2060,436.091,2.372,151.705,0
2061,434.5,0,132.616,0
2062,434.616,0,123.488,0
2063,388.032,0,59.969,0
2064,388.02,0,28.735,0
2065,388.013,0,17.875,0
2066,388.008,0,19.928,0
2067,388.008,0,19.962,0
2068,388.009,0,15.564,0
2069,435.213,0,124.872,0
2070,729.664,31.386,326.545,0
2071,1025.382,972.439,347.44,0
2072,1538.668,780.87,367.968,0
2073,1878.05,474.721,395.627,0
2074,2186.357,258.825,375.685,0
2075,1863.396,250.46,330.673,0
2076,1470.661,240.067,313.072,0
2077,1599.665,110.76,344.801,0
2078,2188.612,82.036,327.242,0
2079,1858.369,118.401,283.174,0
2080,1633.101,116.529,244.972,0
2081,1031.139,156.202,248.722,0
2082,1053.747,0,286.544,0
2083,1147.664,0,286.507,0
2084,451.626,59.437,230.551,0
2085,446.143,0,182.069,0
2086,445.205,0,95.826,0
2087,390.464,0,68.816,0
2088,388.02,0,28.737,0
2089,388.013,0,17.855,0
2090,388.008,0,19.825,0
2091,388.008,0,19.827,0
2092,388.009,0,15.461,0
2093,435.406,0,124.663,0
2094,720.689,10.552,326.062,0
2095,1032.502,533.994,335.378,0
2096,1553.013,373.656,367.189,0
2097,1884.265,232.457,394.9,0
2098,2186.734,132.463,375.079,0
2099,1862.561,69.895,330.023,0
2100,1466.3,49.986,312.468,0
2101,1599.102,0,344.015,0
2102,2181.792,1.63,326.275,0
2103,1855.669,3.385,282.28,0
2104,1628.561,15.272,244.233,0
2105,1018.894,4.232,248.092,0
2106,1044.133,0,285.903,0
2107,1137.387,0,285.915,0
2108,446.984,0,230.156,0
2109,446.261,0,181.765,0
2110,445.852,0,95.654,0
2111,390.563,0,68.694,0
2112,388.02,0,28.68,0
2113,388.013,0,17.816,0
2114,388.008,0,19.789,0
2115,388.008,0,19.829,0
2116,388.009,0,15.487,0
2117,435.503,0,124.754,0
2118,716.427,4.06,326.258,0
2119,1025.992,277.551,335.384,0
2120,1542.714,176.249,367.168,0
2121,1878.15,110.948,394.81,0
2122,2185.753,63.613,375.035,0
2123,1860.21,34.83,330.02,0
2124,1453.936,0,312.427,0
2125,1596.692,0,343.931,0
2126,2184.37,0,326.163,0
2127,1858.444,0,282.233,0
2128,1630.225,0.488,244.219,0
2129,1019.249,0,248.121,0
2130,1049.534,0,286.006,0
2131,1152.246,0,286.015,0
2132,448.166,0,230.246,0
2133,446.723,0,181.836,0
2134,445.707,0,95.698,0
2135,390.45,0,68.733,0
2136,388.02,0,28.691,0
2137,388.013,0,17.811,0
2138,388.008,0,19.739,0
2139,388.008,0,19.758,0
2140,388.009,0,15.43,0
2141,435.261,0,124.648,0
2142,731.487,0,326.036,0
2143,1020.982,119.705,335.201,0
2144,1534.387,113.417,367.101,0
2145,1872.803,101.708,394.837,0
2146,2178.276,69.487,375.128,0
2147,1855.363,50.006,330.169,0
2148,1449.123,0,312.732,0
2149,1594.854,0.737,344.288,0
2150,2183.016,7.649,326.508,0
2151,1853.509,20.515,282.519,0
2152,1629.787,30.684,244.413,0
2153,1019.86,4.38,248.278,0
2154,1054.725,0,286.103,0
2155,1148.151,0,286.165,0
2156,448.244,4.711,230.352,0
2157,446.449,0,181.936,0
2158,446.09,0,95.758,0
2159,390.619,0,68.789,0
2160,388.02,0,28.744,0
2161,388.013,0,17.882,0
2162,388.008,0,19.941,0
2163,388.008,0,19.981,0
2164,388.009,0,15.575,0
2165,435.19,0,124.889,0
2166,727.141,42.107,326.552,0
2167,973.689,328.523,325.764,0
2168,1464.471,283.279,349.966,0
2169,1768.204,224.505,367.489,0
2170,2039.41,172.427,347.752,0
2171,1743.274,146.791,310.249,0
2172,1450.874,8.733,305.894,0
2173,1518.48,16.217,327.08,0
2174,2044.486,45.511,299.1,0
2175,1751.302,47.876,257.755,0
2176,1522.41,59.499,229.162,0
2177,974.757,19.641,243.23,0
2178,1046.159,0,286.405,0
2179,1137.522,0,286.396,0
2180,450.595,52.439,230.523,0
2181,446.282,0,182.057,0
2182,445.163,0,95.824,0
2183,390.69,0,68.827,0
2184,388.02,0,27.889,0
2185,388.02,0,30.458,0
2186,388.016,0,20.646,0
2187,388.008,0,15.894,0
2188,388.008,0,15.901,0
2189,435.002,0,35.711,0
2190,729.358,15.387,93.163,0
2191,760.852,182.23,193.949,0
2192,717.243,190.824,321.193,0
2193,718.673,150.704,325.521,0
2194,718.774,86.421,300.289,0
2195,717.588,34.822,338.439,0
2196,1066.574,0,326.959,0
2197,771.214,0,290.989,0
2198,712.83,0,222.7,0
2199,713.001,0,189.472,0
2200,710.396,0,231.899,0
2201,757.937,0,297.11,0
2202,1041.741,0,361.306,0
2203,1136.876,0,286.025,0
2204,445.595,0,171.315,0
2205,445.95,0,172.394,0
2206,445.158,0,123.193,0
2207,390.478,0,66.86,0
2208,388.023,0,35.981,0
2209,388.019,0,27.396,0
2210,388.016,0,22.014,0
2211,388.008,0,15.502,0
2212,388.008,0,15.525,0
2213,435.649,0,22.044,0
2214,733.06,0,62.992,0
2215,443.164,44.383,145.404,0
2216,392.197,81.856,228.553,0
2217,390.879,48.769,300.639,0
2218,390.893,47.619,328.231,0
2219,389.167,5.846,335.645,0
2220,726.641,0,264.655,0
2221,439.932,0,255.668,0
2222,388.115,0,214.375,0
2223,388.106,0,192.92,0
2224,388.708,3.078,117.92,0
2225,436.126,0,187.604,0
2226,709.398,0,249.725,0
2227,806.075,0,268.182,0
2228,434.24,0.738,151.717,0
2229,433.468,0,132.616,0
2230,434.28,0,123.472,0
2231,388.032,0,59.96,0
2232,388.02,0,28.725,0
2233,388.013,0,17.86,0
2234,388.008,0,19.84,0
2235,388.008,0,19.864,0
2236,388.009,0,15.501,0
2237,434.805,0,124.769,0
2238,720.71,3.453,326.309,0
2239,978.966,494.978,336.528,0
2240,1460.632,437.942,349.937,0
2241,1768.36,394.1,367.644,0
2242,2041.075,294.92,347.975,0
2243,1746.218,279.515,310.509,0
2244,1454.678,168.527,306.126,0
2245,1526.277,158.82,327.439,0
2246,2053.903,150.193,299.565,0
2247,1754.088,174.974,258.17,0
2248,1526.772,159.239,229.459,0
2249,979.019,140.131,243.42,0
2250,1054.257,0,286.51,0
2251,1149.106,0,286.503,0
2252,452.167,72.018,230.62,0
2253,447.352,0,182.151,0
2254,445.58,0,95.881,0
2255,390.393,0,68.878,0
2256,388.02,0,28.791,0
2257,388.013,0,17.92,0
2258,388.008,0,20.012,0
2259,388.008,0,20.037,0
2260,388.009,0,15.601,0
2261,436.175,0,124.9,0
2262,733.69,85.973,326.555,0
2263,982.296,680.168,325.942,0
2264,1461.906,533.892,350.042,0
2265,1774.67,423.863,367.588,0
2266,2046.81,348.906,347.974,0
2267,1751.313,288.976,310.434,0
2268,1448.217,139.193,306.116,0
2269,1528.525,172.663,327.415,0
2270,2053.807,180.651,299.557,0
2271,1758.246,235.668,258.219,0
2272,1523.405,282.174,229.62,0
2273,982.468,256.751,243.622,0
2274,1048.413,0.68,286.757,0
2275,1137.325,0.214,286.712,0
2276,449.565,163.463,230.725,0
2277,445.523,0,182.233,0
2278,444.709,0,95.916,0
2279,390.591,0,68.891,0
2280,388.02,0,28.795,0
2281,388.013,0,17.925,0
2282,388.008,0,20.014,0
2283,388.008,0,20.03,0
2284,388.009,0,15.59,0
2285,435.745,0,124.865,0
2286,726.605,120.521,326.432,0
2287,978.107,654.067,325.648,0
2288,1454.419,484.194,349.634,0
2289,1766.316,344.306,367.014,0
2290,2047.475,210.762,347.234,0
2291,1748.657,155.967,309.742,0
2292,1443.859,65.665,305.359,0
2293,1509.496,0.912,326.452,0
2294,2036.277,9.052,298.437,0
2295,1742.854,7.297,257.186,0
2296,1517.022,7.813,228.647,0
2297,971.561,1.512,242.754,0
2298,1041.321,0,285.932,0
2299,1132.402,0,285.969,0
2300,447.828,4.983,230.271,0
2301,445.894,0,181.878,0
2302,445.226,0,95.732,0
2303,390.662,0,68.77,0
2304,388.02,0,28.735,0
2305,388.013,0,17.877,0
2306,388.008,0,19.941,0
2307,388.008,0,19.978,0
2308,388.009,0,15.575,0
2309,435.55,0,124.882,0
2310,724.456,49.98,326.521,0
2311,976.783,477.564,325.707,0
2312,1464.1,409.569,349.935,0
2313,1775.811,310.639,367.434,0
2314,2049.256,191.013,347.656,0
2315,1750.014,142.282,310.127,0
2316,1450.122,52.313,305.757,0
2317,1514.891,4.878,326.901,0
2318,2048.527,32.025,298.916,0
2319,1745.778,42.265,257.613,0
2320,1518.727,50.363,229.034,0
2321,975.579,14.997,243.112,0
2322,1049.672,0,286.275,0
2323,1148.748,0,286.298,0
2324,449.671,45.383,230.512,0
2325,446.888,0,182.07,0
2326,445.952,0,95.846,0
2327,390.52,0,68.861,0
2328,388.02,0,28.782,0
2329,388.013,0,17.92,0
2330,388.008,0,19.998,0
2331,388.008,0,20.028,0
2332,388.009,0,15.59,0
2333,435.455,0,124.873,0
2334,728.359,63.998,326.465,0
2335,973.598,469.695,325.697,0
2336,1456.733,386.647,349.743,0
2337,1768.981,259.432,367.111,0
2338,2037.591,149.683,347.291,0
2339,1738.826,104.877,309.733,0
2340,1449.925,21.394,305.342,0
2341,1515.899,0,326.383,0
2342,2046.53,1.614,298.361,0
2343,1739.641,1.324,257.106,0
2344,1510.396,2.092,228.59,0
2345,970.364,0,242.709,0
2346,1052.449,0,285.886,0
2347,1140.777,0,285.959,0
2348,447.192,5.008,230.304,0
2349,445.947,0,181.927,0
2350,445.544,0,95.767,0
2351,390.577,0,68.814,0
2352,388.02,0,27.907,0
2353,388.02,0,30.504,0
2354,388.016,0,20.701,0
2355,388.008,0,15.997,0
2356,388.008,0,16.028,0
2357,435.579,0,35.796,0
2358,719.67,58.296,93.287,0
2359,759.034,235.51,194.227,0
2360,717.231,238.134,321.6,0
2361,718.069,202.012,325.91,0
2362,716.988,143.484,300.64,0
2363,717.998,94.562,338.849,0
2364,1063.687,0,327.393,0
2365,769.919,0,291.354,0
2366,712.844,1.542,222.969,0
2367,713.011,1.939,189.702,0
2368,711.495,2.544,232.183,0
2369,757.748,0,297.482,0
2370,1042.744,0,361.732,0
2371,1136.97,0,286.419,0
2372,446.686,6.127,171.559,0
2373,445.847,0,172.677,0
2374,445.114,0,123.432,0
2375,390.774,0,67.027,0
2376,388.023,0,36.096,0
2377,388.019,0,27.496,0
2378,388.016,0,22.104,0
2379,388.008,0,15.655,0
2380,388.008,0,15.664,0
2381,435.644,0,22.122,0
2382,732.806,16.019,63.068,0
2383,444.629,165.001,145.491,0
2384,392.197,174.099,228.535,0
2385,392.234,130.705,300.613,0
2386,390.893,84.822,328.032,0
2387,390.899,43.81,335.436,0
2388,725.154,0,264.481,0
2389,441.505,0,255.421,0
2390,388.115,0,214.049,0
2391,388.106,0,192.606,0
2392,388.067,0,117.697,0
2393,437.991,0,187.289,0
2394,715.737,0,249.388,0
2395,806.106,0,267.905,0
2396,434.641,0,151.569,0
2397,433.777,0,132.501,0
2398,433.824,0,123.387,0
2399,388.032,0,59.921,0
2400,388.02,0,28.7,0
2401,388.013,0,17.831,0
2402,388.008,0,19.787,0
2403,388.008,0,19.815,0
2404,388.009,0,15.472,0
2405,435.19,0,124.716,0
2406,724.618,0.216,326.124,0
2407,973.727,469.533,336.385,0
2408,1463.25,381.799,349.667,0
2409,1769.558,253.53,367.201,0
2410,2040.977,157.91,347.499,0
2411,1752.738,93.189,309.925,0
2412,1442.469,92.647,305.385,0
2413,1519.172,25.848,326.555,0
2414,2044.485,0,298.691,0
2415,1745.047,1.758,257.418,0
2416,1515.843,11.708,228.9,0
2417,976.006,52.682,242.966,0
2418,1049.101,0,286.076,0
2419,1153.576,0,286.083,0
2420,448.292,1.543,230.363,0
2421,446.738,0,181.941,0
2422,446.317,0,95.759,0
2423,390.605,0,68.792,0
2424,388.02,0,28.736,0
2425,388.013,0,17.87,0
2426,388.008,0,19.877,0
2427,388.008,0,19.903,0
2428,388.009,0,15.523,0
2429,434.707,0,124.792,0
2430,729.208,1.118,326.243,0
2431,971.845,356.191,325.333,0
2432,1455.642,236.135,349.388,0
2433,1762.468,123.886,366.662,0
2434,2029.038,41.589,346.839,0
2435,1734.565,9.948,309.271,0
2436,1443.632,10.186,304.875,0
2437,1507,0,325.847,0
2438,2038.242,0,297.779,0
2439,1738.374,0,256.606,0
2440,1512.551,0,228.129,0
2441,969.533,0,242.278,0
2442,1039.077,0,285.468,0
2443,1138.769,0,285.581,0
2444,447.075,0,230.049,0
2445,446.119,0,181.742,0
2446,445.766,0,95.672,0
2447,390.563,0,68.747,0
2448,388.02,0,28.726,0
2449,388.013,0,17.869,0
2450,388.008,0,19.886,0
2451,388.008,0,19.936,0
2452,388.009,0,15.556,0
2453,435.432,0,124.869,0
2454,724.011,0.222,326.448,0
2455,973.71,215.003,325.599,0
2456,1458.661,158.374,349.755,0
2457,1760.89,77.222,367.148,0
2458,2033.911,35.805,347.352,0
2459,1740.664,11.773,309.831,0
2460,1448.017,3.428,305.457,0
2461,1516.138,0,326.563,0
2462,2041.392,0,298.546,0
2463,1742.116,0,257.299,0
2464,1517.42,0,228.751,0
2465,972.138,0,242.85,0
2466,1043.217,0,286.025,0
2467,1140.346,0,286.094,0
2468,447.056,0.507,230.454,0
2469,445.919,0,182.052,0
2470,445.203,0,95.863,0
2471,390.633,0,68.896,0
2472,388.02,0,28.811,0
2473,388.013,0,17.954,0
2474,388.008,0,20.079,0
2475,388.008,0,20.125,0
2476,388.009,0,15.662,0
2477,434.924,0,125.034,0
2478,724.57,43.618,326.837,0
2479,973.824,415.594,326.239,0
2480,1458.32,382.721,350.337,0
2481,1765.545,351.67,368.005,0
2482,2042.642,358.078,348.521,0
2483,1747.595,314.125,311.008,0
2484,1451.04,99.976,306.573,0
2485,1526.592,129.575,327.798,0
2486,2052.009,179.03,299.916,0
2487,1758.781,213.729,258.519,0
2488,1530.787,267.312,229.861,0
2489,978.613,278.189,243.911,0
2490,1037.259,6.073,287.108,0
2491,1138.094,0.559,287.103,0
2492,450.544,239.349,231.086,0
2493,445.929,0,182.56,0
2494,445.94,0,96.129,0
2495,390.648,0,69.084,0
2496,388.02,0,28.92,0
2497,388.013,0,18.051,0
2498,388.008,0,20.3,0
2499,388.008,0,20.321,0
2500,388.009,0,15.764,0
2501,435.193,0,125.131,0
2502,727.496,265.118,326.894,0
2503,978.517,871.688,326.458,0
2504,1463.031,727.425,350.154,0
2505,1772.011,548.34,367.532,0
2506,2044.701,394.004,347.658,0
2507,1749.524,311.732,310.043,0
2508,1456.217,99.232,305.651,0
2509,1522.022,52.91,326.701,0
