,hs,dhw,cs,el
0,2203.756000000002,2265.028000000003,0.0,12072.597000000016
1,2721.3300000000017,2353.476,0.0,12067.989999999996
2,3296.910000000004,2074.1850000000027,0.0,12078.94599999999
3,4077.293999999996,2518.897999999999,0.0,12090.856999999995
4,4856.448999999997,2522.6559999999986,0.0,12098.139999999987
5,5042.385999999994,2557.9099999999944,0.0,15072.467000000002
6,58180.133000000016,4985.754000000006,0.0,33079.63600000004
7,69484.657,9759.714,0.0,17444.59100000004
8,69937.70299999995,15404.099999999997,0.0,15308.37299999999
9,66684.713,16016.759999999975,0.0,15809.665999999997
10,61942.232000000105,14818.704000000025,0.0,15952.236999999968
11,57483.15299999991,14882.844999999998,0.0,14329.305999999988
12,35148.24900000002,12054.98500000001,0.0,34883.89600000011
13,46473.645,12613.168999999976,0.0,17020.02000000004
14,47625.750000000044,11510.010999999975,0.0,14579.204999999965
15,46340.44199999997,9937.633999999987,0.0,14546.161999999953
16,45430.22400000001,10775.337999999994,0.0,13803.94899999995
17,40428.66300000003,11815.121999999976,0.0,16116.655000000019
18,25752.272000000044,16538.727000000017,0.0,34233.87000000007
19,21290.077999999983,13741.350000000008,0.0,40341.79699999999
20,34724.84100000008,9197.973999999995,0.0,15147.615000000027
21,388.23,8057.0430000000015,0.0,14369.92499999999
22,451.37600000000015,7082.404999999984,0.0,14306.916999999981
23,262.192,3563.8289999999934,0.0,10736.751000000026
24,300.10199999999986,2552.9270000000038,0.0,10587.79700000002
25,368.9069999999999,2233.9460000000013,0.0,10571.412000000024
26,472.2989999999999,2086.5359999999982,0.0,10575.82500000002
27,613.3179999999995,2405.2259999999974,0.0,10579.761000000008
28,819.027,2412.3699999999935,0.0,10585.104000000007
29,917.0260000000007,2094.9539999999974,0.0,13556.979999999974
30,40951.749999999905,3633.4260000000027,0.0,31618.216000000015
31,52376.573999999935,8331.432000000012,0.0,13975.099000000015
32,54422.434999999954,12806.779000000008,0.0,11314.833999999948
33,52782.75199999992,16617.92300000001,0.0,11409.643000000004
34,50983.97200000007,17935.875000000004,0.0,11590.365999999993
35,49408.68299999985,17922.597000000012,0.0,11558.510999999997
36,30758.02299999997,12923.111000000004,0.0,31882.88100000008
37,43260.38400000001,14109.284999999989,0.0,14324.252000000024
38,46111.03099999984,12538.92799999998,0.0,11586.482999999958
39,45703.65599999997,11511.187000000022,0.0,11553.858999999959
40,45252.26799999991,7638.2090000000035,0.0,11180.677999999949
41,41027.49400000002,10239.602000000026,0.0,13939.228000000026
42,26973.37000000006,13791.945999999973,0.0,31628.903000000053
43,23221.257999999965,14670.809999999961,0.0,37730.022000000055
44,37978.288000000044,9242.821000000007,0.0,13951.083000000019
45,320.2,7806.598999999998,0.0,13623.212999999998
46,456.1490000000001,7434.185000000017,0.0,13562.28699999999
47,604.234,3581.1500000000083,0.0,10596.387000000026
48,4916.234000000003,2503.7290000000053,0.0,12101.625000000013
49,4975.254000000004,2233.2320000000027,0.0,12089.382999999994
50,5121.941999999999,3254.7180000000008,0.0,12096.884000000005
51,5433.3469999999925,3261.6220000000103,0.0,12107.304000000013
52,5854.818999999998,2576.074000000002,0.0,12120.541000000007
53,8721.803999999993,6794.268000000006,0.0,17425.588000000058
54,59613.01800000012,16330.302000000014,0.0,38465.07099999996
55,152119.61400000015,16259.691000000003,0.0,28063.423000000068
56,143924.5109999997,16108.40899999997,0.0,38974.06700000003
57,134849.132,15548.266999999982,0.0,44488.248999999945
58,119360.69800000009,14716.558999999996,0.0,52856.07699999997
59,102690.79100000022,12635.656000000032,0.0,42081.52500000007
60,77849.272,11768.319000000005,0.0,51725.40199999985
61,82102.10200000004,14379.029000000008,0.0,41984.48799999989
62,74967.69700000019,12729.876000000024,0.0,52751.10100000006
63,71198.80900000012,11469.737000000005,0.0,44670.50000000002
64,69638.51000000008,10566.628000000017,0.0,37607.54100000008
65,68765.26900000006,11906.482000000013,0.0,26697.140000000047
66,25420.687000000016,15712.36499999999,0.0,38519.777999999926
67,21800.289999999964,15847.428000000025,0.0,44335.334000000075
68,35681.22899999996,13131.610999999977,0.0,19071.075000000055
69,1353.6729999999989,9540.474999999993,0.0,18294.10399999998
70,1012.8290000000004,6509.103000000014,0.0,15990.643999999997
71,662.3509999999998,3872.4040000000077,0.0,12271.892000000027
72,835.7269999999995,2452.5189999999984,0.0,12049.368000000011
73,1088.5940000000016,2220.8949999999973,0.0,12037.33499999999
74,1399.3400000000008,3233.3409999999967,0.0,12044.927999999994
75,1805.3610000000012,3241.7100000000114,0.0,12060.352000000004
76,2311.3059999999978,2564.1689999999994,0.0,12068.731000000009
