,hs,dhw,cs,el
0,2296.5040000000017,2260.795999999998,0.0,12077.408000000012
1,2885.3580000000006,2348.161999999998,0.0,12072.712000000005
2,3544.440999999999,2073.8990000000017,0.0,12085.198999999997
3,4414.9879999999985,2527.9349999999986,0.0,12096.281999999997
4,5272.151000000007,2531.718999999999,0.0,12104.333999999999
5,5520.421999999999,2550.9179999999933,0.0,15078.474999999999
6,59077.01500000004,4960.736000000005,0.0,33080.88900000008
7,70482.03200000002,9702.954000000029,0.0,17445.438000000013
8,71123.72999999994,15311.654999999999,0.0,15344.91899999995
9,68144.13599999997,15919.662999999999,0.0,15809.950999999957
10,63579.55699999999,14729.849999999962,0.0,15988.842999999943
11,58798.160000000025,14794.638999999981,0.0,14332.832999999951
12,36693.10900000009,11989.990000000038,0.0,34892.66600000011
13,48095.92500000011,12539.42699999999,0.0,17020.936000000034
14,49442.079000000005,11442.58099999999,0.0,14580.069999999962
15,48245.38799999997,9879.646999999986,0.0,14547.082999999984
16,47404.63600000005,10713.354999999996,0.0,13804.80899999996
17,42486.097000000154,11748.755000000054,0.0,16117.553000000022
18,27538.484000000026,16442.19400000003,0.0,34248.09500000005
19,23194.21000000001,13662.233999999979,0.0,40347.65599999996
20,36859.092999999964,9144.586000000008,0.0,15148.56400000001
21,483.274,8014.080999999994,0.0,14370.175999999989
22,565.2030000000002,7045.530000000011,0.0,14309.304999999978
23,337.8439999999998,3550.9480000000017,0.0,10739.327000000021
24,399.1940000000001,2547.8020000000006,0.0,10589.090000000024
25,518.5979999999996,2232.703999999999,0.0,10574.994000000019
26,691.5990000000005,2087.607999999997,0.0,10580.68500000002
27,904.3609999999996,2417.6730000000007,0.0,10584.661000000015
28,1182.2110000000016,2424.7630000000004,0.0,10590.891000000032
29,1286.8639999999991,2095.309999999998,0.0,13562.728999999996
30,44163.77500000002,3617.5620000000013,0.0,31623.07500000006
31,55434.78799999999,8283.551999999994,0.0,13976.181000000004
32,57345.428999999924,12729.933000000017,0.0,11315.946999999964
33,55583.96999999993,16517.21599999999,0.0,11410.750999999973
34,53673.8690000001,17827.342999999975,0.0,11591.465999999984
35,52000.03000000006,17815.19199999999,0.0,11559.616999999982
36,33128.136999999995,12849.447999999977,0.0,31906.564000000068
37,45726.28199999993,14024.653000000008,0.0,14325.380000000021
38,48492.00599999997,12462.809999999987,0.0,11587.579999999962
39,47840.561999999874,11440.496999999974,0.0,11554.94999999997
40,47496.27100000005,7593.709999999997,0.0,11181.782999999981
41,43051.804000000084,10178.92600000003,0.0,13940.338000000023
42,28793.692000000054,13708.248999999983,0.0,31648.028000000028
43,24862.145000000015,14581.774999999981,0.0,37733.73000000002
44,39878.29499999995,9187.237999999988,0.0,13954.008000000003
45,361.11300000000006,7762.185000000006,0.0,13623.150999999998
46,526.112,7392.973999999985,0.0,13562.88999999999
47,728.1110000000002,3565.639000000005,0.0,10598.249000000023
