Name,hs,dhw,hs_and_dhw,cs,el
B1069,15.013,1.077,16.09,0.0,2.639
B4111,0.0,0.0,0.0,0.0,0.108
B2560,44.481,5.681,50.162,0.0,10.323
B2206,75.357,8.55,83.907,0.0,15.708
B3118,35.447,3.651,39.098,0.0,6.267
B2212,0.0,0.0,0.0,0.0,0.076
B4105,1271.733,28.937,1300.6699999999998,0.0,350.374
B2574,40.727,5.188,45.915,0.0,8.353
B3093,35.478,1.733,37.211,0.0,2.507
B1684,43.965,1.542,45.507000000000005,0.0,4.555
B1848,73.03,8.011,81.041,0.0,14.879
B1690,41.103,5.972,47.075,0.0,11.948
B2399,16.48,0.372,16.852,0.0,3.908
B3087,20.956,1.712,22.668,0.0,2.263
B3911,78.682,9.602,88.284,0.0,18.367
B1860,23.187,2.384,25.571,0.0,3.624
B1874,312.376,5.324,317.7,0.0,93.867
B3905,0.0,0.0,0.0,0.0,0.136
B2428,0.0,0.0,0.0,0.0,0.332
B3736,8.286,0.92,9.206,0.0,1.846
B4059,26.072,2.278,28.349999999999998,0.0,3.344
B1121,35.133,4.246,39.379000000000005,0.0,7.386
B1647,37.653,2.443,40.096,0.0,8.263
B3050,14.728,1.324,16.052,0.0,1.777
B3044,18.521,1.215,19.736,0.0,2.732
B1653,40.633,5.756,46.389,0.0,11.624
B1135,12.137,1.044,13.181000000000001,0.0,2.059
B3722,26.223,0.942,27.165,0.0,1.892
B2414,101.191,1.743,102.934,0.0,27.844
B4065,0.0,0.0,0.0,0.0,0.051
B2372,49.716,8.386,58.102000000000004,0.0,17.056
B3078,0.0,0.0,0.0,0.0,0.288
B2366,13.529,0.936,14.465,0.0,1.851
B2400,10.209,0.247,10.456,0.0,3.065
B4071,41.663,0.568,42.230999999999995,0.0,12.687
B1109,67.654,9.406,77.06,0.0,17.125
B1486,74.653,8.62,83.27300000000001,0.0,15.447
B3291,17.223,0.984,18.207,0.0,2.27
B2831,6.095,0.909,7.004,0.0,2.213
B2825,12.28,1.111,13.391,0.0,2.787
B3285,0.0,0.0,0.0,0.0,0.227
B1492,29.422,3.63,33.052,0.0,6.148
B2819,13.104,1.106,14.209999999999999,0.0,2.768
B3252,33.736,3.969,37.705,0.0,6.59
B1445,19.017,0.988,20.005,0.0,2.175
B1323,45.869,12.856,58.725,0.0,9.593
B3534,206.08,4.044,210.12400000000002,0.0,71.856
B1337,61.308,7.085,68.393,0.0,12.524
B1451,198.409,19.71,218.119,0.0,41.002
B2158,0.0,0.0,0.0,0.0,6.804
B3246,28.67,3.646,32.316,0.0,5.863
B1479,26.995,1.506,28.501,0.0,4.616
B2170,130.682,4.32,135.00199999999998,0.0,7.031
B3508,21.099,0.446,21.545,0.0,6.403
B2616,62.111,3.342,65.453,0.0,5.411
B2602,50.069,7.996,58.065000000000005,0.0,16.497
B2164,163.301,4.563,167.86399999999998,0.0,54.319
B2603,32.177,4.88,37.057,0.0,9.385
B2165,74.325,7.09,81.415,0.0,13.148
B2171,71.309,5.89,77.199,0.0,10.192
B1478,14.199,0.979,15.177999999999999,0.0,1.979
B2617,39.524,4.266,43.79,0.0,7.386
B3509,192.918,3.806,196.72400000000002,0.0,64.048
B1336,51.771,5.401,57.172,0.0,9.35
B3521,0.0,0.0,0.0,0.0,0.217
B3247,35.889,3.685,39.574000000000005,0.0,5.797
B2159,1314.71,23.433,1338.143,0.0,283.226
B1450,43.113,5.431,48.544,0.0,8.945
B1444,18.553,1.235,19.788,0.0,2.931
B3253,58.591,4.066,62.657000000000004,0.0,6.523
B3535,0.0,0.0,0.0,0.0,0.705
B1322,591.694,108.156,699.8499999999999,0.0,243.116
B2818,6.033,0.906,6.939,0.0,2.189
B2824,8.364,0.974,9.338000000000001,0.0,2.64
B1493,146.502,40.617,187.119,0.0,16.611
B3284,0.0,0.0,0.0,0.0,9.277
B3290,10.414,0.959,11.373,0.0,2.257
B1487,119.982,11.859,131.841,0.0,24.419
B2830,9.967,0.919,10.886000000000001,0.0,2.323
B2367,26.076,1.409,27.485,0.0,6.162
B3079,0.0,0.0,0.0,0.0,0.214
B1108,55.358,3.517,58.875,0.0,34.009
B4070,0.0,0.0,0.0,0.0,3.532
B2401,9.401,0.22,9.621,0.0,2.836
B4064,0.0,0.0,0.0,0.0,0.816
B2415,26.973,2.31,29.282999999999998,0.0,3.255
B2373,75.462,8.569,84.031,0.0,16.083
B1652,51.629,6.164,57.793,0.0,10.435
B3045,14.825,1.192,16.017,0.0,2.661
B3723,8.374,0.921,9.295,0.0,1.861
B1134,28.244,3.907,32.150999999999996,0.0,6.438
B1120,1489.853,27.385,1517.238,0.0,329.701
B4058,36.578,2.118,38.696000000000005,0.0,3.126
B3737,8.308,0.921,9.229,0.0,1.856
B2429,191.505,18.566,210.071,0.0,37.924
B3051,18.733,6.157,24.89,0.0,4.176
B1646,20.009,1.81,21.819,0.0,3.68
B1875,37.749,0.547,38.296,0.0,11.492
B3904,113.719,3.596,117.315,0.0,29.274
B3910,0.0,0.0,0.0,0.0,0.067
B1861,15.187,0.969,16.156,0.0,2.008
B3086,0.0,0.0,0.0,0.0,0.188
B2398,43.48,0.789,44.269,0.0,13.596
B1691,50.886,5.808,56.694,0.0,10.466
B1849,28.732,1.478,30.21,0.0,4.211
B1685,38.8,1.275,40.074999999999996,0.0,2.979
B3092,0.0,0.0,0.0,0.0,0.755
B2213,37.085,0.71,37.795,0.0,10.015
B2575,48.589,6.144,54.733,0.0,10.961
B4104,0.0,20.181,20.181,0.0,8.829
B2561,42.233,5.176,47.409,0.0,9.46
B4110,0.0,0.0,0.0,0.0,0.17
B1068,14.847,1.057,15.904,0.0,2.444
B3119,30.854,4.034,34.888,0.0,6.825
B2207,118.067,13.65,131.71699999999998,0.0,26.396
B1726,24.902,2.741,27.643,0.0,4.541
B3131,27.89,3.652,31.542,0.0,6.254
B2549,70.387,3.98,74.367,0.0,7.081
B3657,26.007,3.586,29.593,0.0,5.752
B4138,98.978,14.871,113.84899999999999,0.0,29.125
B1040,156.047,5.033,161.07999999999998,0.0,9.066
B1054,43.436,1.749,45.185,0.0,5.675
B3643,10.543,1.027,11.569999999999999,0.0,2.527
B3125,43.887,6.859,50.746,0.0,13.044
B1732,39.29,4.726,44.016,0.0,8.297
B1901,115.496,2.167,117.663,0.0,27.588
B3870,45.907,4.883,50.79,0.0,8.547
B3864,0.0,0.0,0.0,0.0,0.076
B1915,44.209,3.944,48.153000000000006,0.0,6.767
B1083,18.484,1.091,19.575000000000003,0.0,2.371
B3694,8.271,0.918,9.189,0.0,1.842
B3680,43.153,4.881,48.034,0.0,8.536
B3858,28.558,0.935,29.493,0.0,2.032
B1097,20.373,1.032,21.405,0.0,2.328
B1929,46.41,7.178,53.587999999999994,0.0,14.867
B3469,48.661,5.103,53.764,0.0,9.238
B2777,26.842,1.865,28.706999999999997,0.0,1.802
B1518,18.303,2.061,20.364,0.0,2.918
B2011,132.378,3.585,135.963,0.0,25.823
B2005,49.339,2.78,52.119,0.0,4.472
B2763,30.871,4.274,35.144999999999996,0.0,7.248
B1242,488.753,10.548,499.301,0.0,107.02
B2993,13.933,1.204,15.137,0.0,2.772
B3455,123.349,2.914,126.263,0.0,4.407
B3333,0.0,0.0,0.0,0.0,0.118
B1524,31.993,2.439,34.432,0.0,5.69
B1530,20.842,1.167,22.009,0.0,2.69
B2039,0.0,0.0,0.0,0.0,0.411
B3327,0.0,0.0,0.0,0.0,0.096
B2987,28.64,1.251,29.891000000000002,0.0,3.28
B3441,14.466,1.303,15.768999999999998,0.0,1.672
B1256,290.72,6.003,296.723,0.0,59.44
B2978,0.0,0.0,0.0,0.0,0.109
B2788,9.522,0.744,10.266,0.0,2.134
B2950,35.282,4.259,39.541,0.0,6.524
B3496,468.178,7.194,475.372,0.0,139.633
B1281,39.274,4.473,43.747,0.0,7.879
B1295,424.363,11.681,436.044,0.0,48.38
B2944,16.122,1.267,17.389,0.0,2.973
B1283,58.118,7.117,65.235,0.0,13.412
B3494,1016.305,314.401,1330.706,0.0,704.307
B2952,28.473,3.863,32.336,0.0,5.93
B3480,14.872,1.352,16.224,0.0,7.305
B2946,13.026,0.998,14.024,0.0,2.239
B1297,623.533,12.689,636.222,0.0,138.825
B1526,34.72,3.741,38.461,0.0,6.692
B3331,0.0,0.0,0.0,0.0,0.367
B2749,98.785,6.617,105.402,0.0,18.419
B3457,310.32,6.984,317.304,0.0,72.189
B2991,13.926,1.203,15.129,0.0,2.77
B1240,57.379,3.366,60.745,0.0,5.433
B1254,31.857,4.885,36.742,0.0,8.327
B3443,0.0,0.0,0.0,0.0,0.264
B2985,23.02,3.271,26.291,0.0,5.198
B3325,0.0,0.0,0.0,0.0,0.069
B1532,16.341,1.025,17.366,0.0,2.395
B2013,38.065,3.448,41.513,0.0,5.758
B2775,52.144,7.261,59.405,0.0,13.535
B2761,48.612,5.073,53.685,0.0,9.037
B1268,14.649,1.016,15.665,0.0,2.273
B3319,40.732,5.069,45.801,0.0,9.05
B2007,35.149,4.655,39.804,0.0,8.414
B2588,74.148,9.163,83.31099999999999,0.0,17.193
B3696,8.363,0.921,9.283999999999999,0.0,1.863
B1081,30.217,1.055,31.272,0.0,2.382
B1095,16.828,0.982,17.81,0.0,2.243
B3682,30.069,3.489,33.558,0.0,6.326
B3872,38.607,4.448,43.055,0.0,8.055
B1903,83.768,9.697,93.465,0.0,18.498
B1917,84.729,9.697,94.426,0.0,18.462
B3866,0.0,0.0,0.0,0.0,0.094
B1042,209.47,42.145,251.615,0.0,92.543
B3655,29.926,3.597,33.522999999999996,0.0,5.868
B3133,56.211,9.75,65.961,0.0,18.466
B1724,29.798,2.731,32.528999999999996,0.0,4.206
B1730,85.391,11.593,96.98400000000001,0.0,23.059
B2239,218.391,4.27,222.661,0.0,68.472
B3127,69.032,14.141,83.173,0.0,28.233
B3641,30.361,3.503,33.864000000000004,0.0,6.139
B3899,27.629,4.017,31.646,0.0,6.49
B1056,26.862,1.188,28.049999999999997,0.0,2.711
B4106,219.483,5.749,225.232,0.0,51.901
B3669,155.405,31.556,186.961,0.0,69.128
B2577,161.192,8.753,169.945,0.0,16.526
B1718,176.556,5.59,182.14600000000002,0.0,10.186
B2211,82.544,7.464,90.008,0.0,13.813
B2205,73.874,8.34,82.214,0.0,15.263
B4112,24.583,1.229,25.811999999999998,0.0,5.926
B2563,41.973,5.459,47.432,0.0,9.626
B1693,27.868,2.988,30.855999999999998,0.0,4.64
B3084,40.979,4.983,45.961999999999996,0.0,8.823
B3090,20.273,1.314,21.587,0.0,1.736
B1687,40.957,5.619,46.576,0.0,9.918
B4099,50.53,8.142,58.672,0.0,16.883
B3906,0.0,0.0,0.0,0.0,0.262
B1877,26.217,1.887,28.104,0.0,5.934
B1863,100.809,7.171,107.98,0.0,21.107
B3912,109.148,13.046,122.19399999999999,0.0,25.374
B1136,19.119,1.015,20.134,0.0,1.873
B3721,33.417,4.309,37.726,0.0,7.608
B3047,13.966,1.046,15.011999999999999,0.0,2.448
B2359,52.656,5.98,58.635999999999996,0.0,11.227
B1650,21.96,1.361,23.321,0.0,3.895
B1888,45.657,3.783,49.44,0.0,6.276
B1644,21.704,2.157,23.861,0.0,5.117
B3053,0.0,0.0,0.0,0.0,0.446
B3735,11.587,0.991,12.578,0.0,2.205
B1122,99.791,13.773,113.564,0.0,26.994
B2403,43.479,0.79,44.269,0.0,13.622
B4072,0.0,0.0,0.0,0.0,0.228
B2365,25.874,1.11,26.983999999999998,0.0,1.139
B2371,106.82,13.356,120.17599999999999,0.0,26.764
B1678,42.979,5.825,48.804,0.0,10.484
B2417,19.809,0.474,20.283,0.0,5.508
B3709,8.317,0.918,9.235,0.0,1.86
B4066,0.0,0.0,0.0,0.0,0.651
B3286,63.189,4.48,67.669,0.0,11.309
B2198,127.161,13.917,141.078,0.0,27.309
B1491,90.486,10.031,100.51700000000001,0.0,19.605
B2826,12.354,1.112,13.466,0.0,2.813
B2832,6.159,0.912,7.071,0.0,2.236
B1485,29.644,5.078,34.722,0.0,7.87
B3292,42.146,0.981,43.127,0.0,2.281
B1452,47.506,5.412,52.918,0.0,9.807
B3245,31.023,3.701,34.724,0.0,5.721
B3523,8.067,0.196,8.263,0.0,2.429
B1334,38.798,4.401,43.199,0.0,7.202
B1320,657.189,17.55,674.7389999999999,0.0,224.508
B3537,85.199,2.017,87.216,0.0,21.59
B2629,41.247,4.934,46.181,0.0,8.699
B3251,44.845,3.7,48.545,0.0,5.864
B1446,27.663,1.503,29.166,0.0,4.321
B2167,48.853,4.816,53.669000000000004,0.0,8.309
B3279,0.0,0.0,0.0,0.0,0.026
B1308,38.855,4.414,43.269,0.0,7.214
B2601,48.524,7.435,55.959,0.0,15.483
B2615,62.853,3.203,66.056,0.0,5.267
B2173,56.06,5.678,61.738,0.0,10.004
B2614,44.674,2.464,47.138,0.0,3.67
B2172,59.465,7.331,66.796,0.0,14.049
B3278,0.0,0.0,0.0,0.0,0.45
B2166,227.688,27.827,255.515,0.0,57.782
B2600,54.855,7.825,62.68,0.0,15.872
B1309,32.513,3.073,35.586,0.0,4.623
B2628,89.173,8.613,97.786,0.0,16.336
B1321,634.703,20.629,655.332,0.0,244.781
B1447,45.964,5.146,51.11,0.0,8.905
B3250,52.217,3.727,55.943999999999996,0.0,5.949
B3244,28.338,3.633,31.971,0.0,5.787
B1453,232.088,4.72,236.808,0.0,12.877
B1335,38.86,4.4,43.26,0.0,7.218
B3522,0.0,0.0,0.0,0.0,0.091
B2833,13.01,1.105,14.115,0.0,2.732
B3293,10.419,0.951,11.370000000000001,0.0,2.231
B1484,35.894,4.607,40.501,0.0,7.94
B1490,101.114,10.901,112.015,0.0,21.666
B2199,112.942,10.703,123.645,0.0,20.992
B3287,0.0,0.0,0.0,0.0,0.137
B2827,7.473,0.976,8.449,0.0,2.65
B1679,22.11,2.428,24.538,0.0,3.762
B2370,58.606,7.454,66.06,0.0,15.373
B4067,0.0,0.0,0.0,0.0,2.66
B3708,8.317,0.918,9.235,0.0,1.86
B2416,170.62,48.573,219.193,0.0,19.866
B4073,11.478,0.37,11.847999999999999,0.0,3.904
B2402,229.186,72.836,302.022,0.0,30.906
B2364,37.626,1.205,38.830999999999996,0.0,3.133
B3052,61.955,6.871,68.826,0.0,12.566
B1645,31.677,1.913,33.589999999999996,0.0,6.276
B1123,74.645,3.93,78.575,0.0,36.307
B3734,31.62,0.938,32.558,0.0,1.862
B3720,33.216,3.794,37.01,0.0,6.488
B1137,25.439,1.013,26.451999999999998,0.0,1.857
B1889,21.217,3.164,24.381,0.0,4.998
B1651,18.707,1.025,19.732,0.0,2.486
B2358,46.186,5.647,51.833,0.0,10.341
B3046,13.301,1.038,14.339,0.0,2.406
B1862,19.774,1.225,20.999000000000002,0.0,3.204
B3913,30.742,3.831,34.573,0.0,6.452
B3907,51.967,8.271,60.238,0.0,16.835
B1876,206.11,3.573,209.68300000000002,0.0,57.165
B1686,37.347,4.512,41.859,0.0,7.836
B4098,51.129,2.679,53.808,0.0,4.897
B3085,0.0,0.0,0.0,0.0,0.099
B1692,30.198,4.14,34.338,0.0,7.941
B2204,75.71,8.547,84.25699999999999,0.0,15.818
B2562,44.495,5.706,50.201,0.0,10.321
B4113,23.804,2.831,26.634999999999998,0.0,4.563
B2576,84.922,11.274,96.196,0.0,22.201
B3668,81.395,4.316,85.711,0.0,43.305
B4107,41.894,4.901,46.795,0.0,8.587
B2210,54.94,1.562,56.501999999999995,0.0,11.892
B1719,43.333,3.462,46.795,0.0,5.902
B3126,47.08,8.87,55.949999999999996,0.0,17.022
B2238,285.353,15.903,301.25600000000003,0.0,130.44
B1731,18.957,1.863,20.82,0.0,2.711
B1057,11.783,1.051,12.834,0.0,2.578
B3898,0.0,0.0,0.0,0.0,0.192
B3640,42.443,7.217,49.66,0.0,14.638
B3654,0.0,0.0,0.0,0.0,0.135
B1043,229.341,11.765,241.106,0.0,35.141
B1725,35.448,2.64,38.088,0.0,4.176
B3132,33.972,1.419,35.391,0.0,9.017
B1916,47.658,5.473,53.131,0.0,9.728
B3867,0.0,0.0,0.0,0.0,0.092
B3873,117.954,6.279,124.23299999999999,0.0,19.033
B1902,28.301,1.105,29.406,0.0,6.38
B3683,72.995,11.079,84.07400000000001,0.0,21.889
B1094,60.714,2.781,63.495,0.0,12.116
B1080,16.104,1.093,17.197,0.0,2.341
B3697,8.353,0.92,9.273,0.0,1.861
B2589,24.608,2.8,27.408,0.0,5.096
B1269,31.819,0.941,32.76,0.0,1.901
B2760,37.89,5.603,43.493,0.0,10.022
B2006,35.07,2.936,38.006,0.0,4.661
B3318,50.223,6.357,56.58,0.0,11.633
B2012,50.432,6.101,56.533,0.0,10.194
B2774,66.355,8.023,74.378,0.0,15.353
B2984,30.029,4.018,34.047,0.0,6.492
B3442,0.0,0.0,0.0,0.0,3.249
B1255,171.705,4.725,176.43,0.0,39.447
B1533,12.793,0.983,13.776,0.0,2.199
B3324,0.0,0.0,0.0,0.0,0.119
B3330,1545.774,22.703,1568.4769999999999,0.0,576.404
B1527,30.336,3.105,33.440999999999995,0.0,4.894
B1241,77.318,3.578,80.896,0.0,5.911
B2990,10.203,1.031,11.234,0.0,2.401
B3456,380.862,7.962,388.824,0.0,81.288
B2748,98.851,6.631,105.482,0.0,18.433
B1296,112.132,6.395,118.527,0.0,75.446
B2947,12.787,0.992,13.779,0.0,2.134
B3481,0.0,0.0,0.0,0.0,0.211
B2953,16.209,1.267,17.476,0.0,3.023
B3495,29.308,0.627,29.935,0.0,8.939
B1282,199.205,3.735,202.94000000000003,0.0,65.412
B1286,314.512,36.886,351.398,0.0,78.653
B2957,38.019,4.567,42.586,0.0,7.937
B3491,655.544,136.37,791.914,0.0,307.908
B2943,27.747,1.5,29.247,0.0,4.061
B1292,769.272,26.064,795.336,0.0,319.25
B1279,28.046,0.937,28.983,0.0,1.877
B2770,40.098,4.861,44.958999999999996,0.0,8.585
B3308,71.181,13.436,84.61699999999999,0.0,28.286
B2016,43.065,6.046,49.111,0.0,12.4
B2002,40.639,1.291,41.93,0.0,3.777
B2764,33.54,3.485,37.025,0.0,6.016
B2994,14.64,1.227,15.867,0.0,2.861
B3452,70.559,9.527,80.086,0.0,18.934
B1245,743.113,22.569,765.682,0.0,277.387
B1523,41.011,4.505,45.516000000000005,0.0,7.801
B3334,0.0,0.0,0.0,0.0,2.779
B3320,31.746,4.474,36.22,0.0,7.769
B1537,469.964,9.584,479.548,0.0,102.917
B1251,20.694,2.262,22.956,0.0,3.366
B2980,24.689,1.295,25.984,0.0,3.586
B3446,62.038,8.394,70.432,0.0,16.351
B1906,70.301,9.046,79.34700000000001,0.0,18.575
B3877,65.58,3.004,68.584,0.0,5.784
B3863,29.93,4.107,34.037,0.0,8.098
B1912,170.732,20.638,191.37,0.0,41.562
B3693,8.272,0.918,9.19,0.0,1.842
B1084,32.853,1.088,33.941,0.0,2.616
B1090,16.526,1.21,17.736,0.0,2.774
B2599,86.971,10.388,97.35900000000001,0.0,20.13
B3687,33.941,4.355,38.29600000000001,0.0,7.709
B2214,18.288,1.226,19.514,0.0,2.711
B4103,32.749,7.079,39.828,0.0,14.406
B2572,0.0,0.0,0.0,0.0,0.403
B3678,0.0,0.0,0.0,0.0,0.057
B4117,104.74,7.174,111.914,0.0,13.526
B2566,33.72,4.842,38.562,0.0,8.805
B2200,74.276,4.857,79.133,0.0,8.475
B1709,55.694,10.514,66.208,0.0,14.097
B2228,17.036,1.219,18.255000000000003,0.0,2.1
B3136,105.424,14.001,119.42500000000001,0.0,28.098
B1721,22.869,2.209,25.078,0.0,3.313
B1047,1346.333,29.751,1376.084,0.0,356.644
B3650,6.842,1.032,7.874,0.0,2.426
B3888,33.741,6.38,40.121,0.0,13.001
B3644,6.955,1.027,7.982,0.0,2.519
B1053,590.884,35.269,626.153,0.0,110.957
B1735,27.642,2.615,30.256999999999998,0.0,4.11
B3122,64.83,8.104,72.934,0.0,15.064
B1872,223.667,23.046,246.713,0.0,45.63
B3903,0.0,0.0,0.0,0.0,0.427
B3917,168.051,3.933,171.98399999999998,0.0,31.398
B1866,41.98,6.205,48.184999999999995,0.0,12.722
B1696,31.357,3.797,35.153999999999996,0.0,6.563
B3081,0.0,0.0,0.0,0.0,0.304
B4088,600.438,17.256,617.694,0.0,197.385
B3095,0.0,0.0,0.0,0.0,0.421
B1682,0.0,0.0,0.0,0.0,0.151
B1669,47.701,6.446,54.147,0.0,12.29
B2360,40.196,5.224,45.42,0.0,9.44
B2406,9.037,0.229,9.266,0.0,2.311
B3718,8.213,1.437,9.649999999999999,0.0,1.869
B2412,0.0,0.0,0.0,0.0,0.602
B4063,15.253,0.596,15.849,0.0,3.834
B2374,32.273,5.247,37.52,0.0,9.641
B3042,17.571,1.053,18.624000000000002,0.0,2.474
B1655,32.466,2.815,35.281,0.0,4.325
B1133,26.464,3.632,30.096,0.0,5.456
B3724,8.373,0.921,9.293999999999999,0.0,1.861
B3730,8.307,0.918,9.225,0.0,1.852
B1127,34.822,4.01,38.832,0.0,6.241
B1641,40.666,5.263,45.928999999999995,0.0,9.464
B1899,49.687,4.905,54.592,0.0,8.527
B3056,39.096,4.314,43.41,0.0,7.356
B2348,35.44,5.323,40.763,0.0,8.604
B2823,6.135,0.912,7.047,0.0,2.229
B3283,75.565,8.043,83.608,0.0,14.934
B1494,170.395,18.243,188.638,0.0,37.568
B1480,24.164,1.574,25.738000000000003,0.0,4.007
B3297,51.629,1.616,53.245,0.0,11.886
B2189,43.432,5.433,48.865,0.0,9.309
B2837,47.514,5.41,52.92400000000001,0.0,9.812
B2604,25.428,2.807,28.235,0.0,5.133
B2162,42.143,4.492,46.635,0.0,7.679
B2176,148.194,17.517,165.71099999999998,0.0,34.22
B3268,9.303,0.903,10.206000000000001,0.0,2.015
B2610,29.763,3.181,32.944,0.0,5.048
B1319,113.099,3.145,116.244,0.0,24.164
B3526,0.0,0.0,0.0,0.0,0.06
B2638,46.586,3.644,50.23,0.0,6.121
B1331,38.809,4.403,43.211999999999996,0.0,7.208
B1457,45.491,4.526,50.016999999999996,0.0,7.889
B3240,0.0,0.0,0.0,0.0,0.369
B3254,110.265,4.559,114.824,0.0,7.737
B1443,27.241,0.98,28.221,0.0,2.198
B1325,64.025,4.51,68.53500000000001,0.0,8.001
B1442,12.399,0.984,13.383,0.0,2.225
B3255,36.093,4.275,40.368,0.0,7.518
B3533,554.384,6.844,561.2280000000001,0.0,158.336
B1324,71.513,7.582,79.095,0.0,14.393
B1330,52.183,9.691,61.874,0.0,19.691
B2639,196.97,24.548,221.518,0.0,50.711
B3527,39.657,4.448,44.105,0.0,7.753
B3241,14.802,0.65,15.452,0.0,2.804
B1456,37.389,4.522,41.911,0.0,7.807
B3269,10.193,0.943,11.136,0.0,2.21
B2177,55.764,6.312,62.076,0.0,11.02
B1318,60.171,6.871,67.042,0.0,12.114
B2611,54.033,10.017,64.05,0.0,20.383
B2605,0.0,0.256,0.256,0.0,0.993
B2163,23.421,2.548,25.969,0.0,3.993
B2188,142.361,15.064,157.42499999999998,0.0,30.339
B3296,17.621,0.889,18.509999999999998,0.0,1.873
B1481,28.858,1.548,30.406,0.0,5.217
B2836,0.0,0.0,0.0,0.0,0.48
B2822,9.977,0.921,10.898,0.0,2.325
B1495,42.66,5.065,47.724999999999994,0.0,8.869
B3282,0.0,0.0,0.0,0.0,0.096
B1126,33.772,4.123,37.894999999999996,0.0,6.79
B3731,11.229,0.933,12.161999999999999,0.0,1.874
B2349,43.092,0.738,43.83,0.0,12.083
B3057,53.758,5.161,58.919000000000004,0.0,9.045
B1898,465.739,9.417,475.15599999999995,0.0,101.086
B1640,51.005,5.733,56.738,0.0,10.233
B1654,112.117,15.124,127.241,0.0,30.8
B3043,14.293,1.072,15.364999999999998,0.0,2.577
B3725,11.148,0.936,12.084,0.0,1.853
B1132,32.744,4.082,36.826,0.0,6.597
B4062,36.531,3.932,40.463,0.0,6.565
B2413,37.285,1.372,38.657,0.0,8.565
B2375,43.345,4.919,48.263999999999996,0.0,8.754
B2361,72.45,5.455,77.905,0.0,9.669
B1668,22.475,1.086,23.561,0.0,2.436
B3719,8.378,0.921,9.299,0.0,1.87
B4076,22.551,1.604,24.154999999999998,0.0,1.314
B2407,0.0,0.0,0.0,0.0,0.199
B1683,41.636,2.487,44.123000000000005,0.0,3.857
B3094,16.462,1.134,17.596,0.0,1.351
B3080,104.378,12.534,116.912,0.0,24.257
B1697,30.084,2.727,32.811,0.0,4.209
B4089,30.493,3.514,34.007,0.0,5.862
B3916,60.192,7.612,67.804,0.0,14.467
B1867,415.033,5.525,420.558,0.0,116.182
B1873,225.418,23.218,248.636,0.0,46.086
B1052,210.566,53.166,263.73199999999997,0.0,22.126
B3645,6.949,1.028,7.977,0.0,2.516
B3123,80.356,9.558,89.91399999999999,0.0,18.065
B1734,25.93,2.387,28.317,0.0,3.725
B1720,22.718,2.315,25.033,0.0,3.336
B3137,52.049,6.965,59.013999999999996,0.0,13.051
B2229,1727.076,69.658,1796.734,0.0,902.182
B3889,38.79,5.178,43.967999999999996,0.0,9.372
B3651,45.89,7.579,53.469,0.0,14.932
B1046,2353.699,87.575,2441.274,0.0,1154.474
B2567,37.025,4.655,41.68,0.0,8.185
B4116,56.665,6.97,63.635,0.0,12.425
B3679,46.406,5.591,51.997,0.0,9.62
B1708,23.806,2.604,26.41,0.0,3.785
B2201,63.226,5.045,68.271,0.0,8.732
B2215,14.568,0.165,14.732999999999999,0.0,1.092
B2573,18.711,2.266,20.976999999999997,0.0,3.271
B4102,59.12,11.297,70.417,0.0,23.678
B3686,206.987,3.104,210.091,0.0,57.082
