Name,hs,dhw,hs_and_dhw,cs,el
B3308,72.359,13.491,85.85,0.0,28.291
B2016,43.766,6.07,49.836,0.0,12.403
B2002,99.994,1.294,101.288,0.0,3.874
B2764,33.883,3.497,37.38,0.0,6.017
B2994,14.417,1.23,15.647,0.0,2.861
B3452,71.473,9.565,81.038,0.0,18.936
B1245,761.76,22.66,784.42,0.0,277.411
B1523,41.426,4.522,45.948,0.0,7.802
B3334,0.0,0.0,0.0,0.0,2.779
B3320,32.046,4.491,36.537,0.0,7.77
B1537,475.889,9.62,485.509,0.0,102.929
B1251,20.515,2.272,22.787,0.0,3.366
B2980,18.811,1.3,20.111,0.0,3.577
B3446,62.797,8.427,71.22399999999999,0.0,16.352
B1906,71.132,9.083,80.215,0.0,18.577
B3877,56.428,3.017,59.445,0.0,5.77
B3863,30.268,4.123,34.391,0.0,8.098
B1912,172.353,20.723,193.07600000000002,0.0,41.565
B3693,8.348,0.92,9.268,0.0,1.842
B1084,17.579,1.092,18.671,0.0,2.591
B1090,16.694,1.215,17.909,0.0,2.774
B2599,87.805,10.43,98.23500000000001,0.0,20.131
B3687,34.265,4.371,38.636,0.0,7.709
B2214,55.832,1.229,57.061,0.0,2.772
B4103,33.303,7.107,40.41,0.0,14.408
B2572,0.0,0.0,0.0,0.0,0.403
B3678,0.0,0.0,0.0,0.0,0.057
B4117,66.178,7.201,73.37899999999999,0.0,13.455
B2566,34.061,4.861,38.922,0.0,8.805
B2200,44.752,4.876,49.628,0.0,8.423
B1709,56.624,10.557,67.181,0.0,14.1
B2228,12.96,1.223,14.183000000000002,0.0,2.093
B3136,106.564,14.058,120.62199999999999,0.0,28.1
B1721,21.968,2.218,24.186,0.0,3.311
B1047,1377.727,29.874,1407.601,0.0,356.714
B3650,6.95,1.034,7.984,0.0,2.427
B3888,34.324,6.405,40.729,0.0,13.003
B3644,7.065,1.029,8.094000000000001,0.0,2.519
B1053,650.694,35.415,686.1089999999999,0.0,111.079
B1735,61.394,2.624,64.018,0.0,4.167
B3122,65.456,8.136,73.592,0.0,15.065
B1872,225.84,23.137,248.977,0.0,45.636
B3903,0.0,0.0,0.0,0.0,0.427
B3917,492.693,3.947,496.64,0.0,32.01
B1866,42.672,6.23,48.902,0.0,12.725
B1696,31.665,3.811,35.476,0.0,6.564
B3081,0.0,0.0,0.0,0.0,0.304
B4088,615.627,17.325,632.952,0.0,197.418
B3095,0.0,0.0,0.0,0.0,0.421
B1682,0.0,0.0,0.0,0.0,0.151
B1669,48.237,6.471,54.708,0.0,12.291
B2360,40.582,5.244,45.826,0.0,9.44
B2406,9.285,0.23,9.515,0.0,2.312
B3718,8.291,1.442,9.733,0.0,1.869
B2412,0.0,0.0,0.0,0.0,0.602
B4063,15.588,0.598,16.186,0.0,3.835
B2374,32.694,5.267,37.961000000000006,0.0,9.642
B3042,14.187,1.057,15.244,0.0,2.469
B1655,81.803,2.825,84.628,0.0,4.409
B1133,26.724,3.645,30.369,0.0,5.457
B3724,8.451,0.923,9.374,0.0,1.862
B3730,8.383,0.919,9.302,0.0,1.852
B1127,31.563,4.025,35.588,0.0,6.235
B1641,41.057,5.284,46.341,0.0,9.464
B1899,83.663,4.923,88.586,0.0,8.586
B3056,39.49,4.33,43.82,0.0,7.356
B2348,35.782,5.343,41.125,0.0,8.605
B2823,6.232,0.914,7.146,0.0,2.23
B3283,76.324,8.075,84.399,0.0,14.935
B1494,172.042,18.318,190.36,0.0,37.571
B1480,24.336,1.58,25.915999999999997,0.0,4.007
B3297,53.115,1.619,54.734,0.0,11.889
B2189,43.855,5.454,49.309,0.0,9.31
B2837,47.989,5.432,53.421,0.0,9.812
B2604,25.82,2.817,28.637,0.0,5.134
B2162,40.637,4.509,45.146,0.0,7.677
B2176,149.604,17.587,167.191,0.0,34.223
B3268,9.389,0.905,10.293999999999999,0.0,2.015
B2610,48.908,3.192,52.1,0.0,5.081
B1319,264.946,3.157,268.103,0.0,24.431
B3526,0.0,0.0,0.0,0.0,0.06
B2638,31.958,3.657,35.614999999999995,0.0,6.096
B1331,39.202,4.419,43.620999999999995,0.0,7.209
B1457,42.425,4.543,46.967999999999996,0.0,7.884
B3240,0.0,0.0,0.0,0.0,0.369
B3254,40.338,4.579,44.917,0.0,7.609
B1443,15.491,0.984,16.475,0.0,2.179
B1325,54.606,4.527,59.133,0.0,7.985
B1442,12.523,0.988,13.511,0.0,2.225
B3255,36.449,4.291,40.739999999999995,0.0,7.519
B3533,567.396,6.869,574.265,0.0,158.389
B1324,72.219,7.612,79.83099999999999,0.0,14.394
B1330,53.084,9.729,62.813,0.0,19.694
B2639,199.018,24.649,223.667,0.0,50.715
B3527,40.054,4.464,44.518,0.0,7.754
B3241,14.804,0.651,15.455,0.0,2.804
B1456,37.76,4.539,42.299,0.0,7.808
B3269,10.288,0.944,11.232,0.0,2.211
B2177,56.316,6.336,62.652,0.0,11.021
B1318,60.766,6.898,67.664,0.0,12.115
B2611,54.966,10.057,65.023,0.0,20.387
B2605,0.0,0.258,0.258,0.0,0.993
B2163,23.668,2.557,26.224999999999998,0.0,3.993
B2188,143.756,15.126,158.882,0.0,30.341
B3296,8.498,0.891,9.389,0.0,1.859
B1481,29.15,1.552,30.701999999999998,0.0,5.218
B2836,0.0,0.0,0.0,0.0,0.48
B2822,10.127,0.923,11.05,0.0,2.326
B1495,43.085,5.084,48.169,0.0,8.87
B3282,0.0,0.0,0.0,0.0,0.096
B1126,34.106,4.138,38.244,0.0,6.791
B3731,11.343,0.936,12.279,0.0,1.874
B2349,44.348,0.74,45.088,0.0,12.085
B3057,48.482,5.18,53.662,0.0,9.035
B1898,501.751,9.453,511.20399999999995,0.0,101.155
B1640,51.512,5.755,57.267,0.0,10.234
B1654,113.615,15.185,128.79999999999998,0.0,30.803
B3043,14.435,1.077,15.512,0.0,2.578
B3725,11.261,0.94,12.200999999999999,0.0,1.853
B1132,33.067,4.097,37.164,0.0,6.598
B4062,36.904,3.946,40.85,0.0,6.565
B2413,38.331,1.375,39.706,0.0,8.567
B2375,43.775,4.938,48.713,0.0,8.755
B2361,47.459,5.476,52.935,0.0,9.625
B1668,15.663,1.09,16.753,0.0,2.425
B3719,8.455,0.923,9.378,0.0,1.87
B4076,18.143,1.611,19.754,0.0,1.306
B2407,0.0,0.0,0.0,0.0,0.199
B1683,24.405,2.498,26.903000000000002,0.0,3.827
B3094,13.975,1.139,15.113999999999999,0.0,1.347
B3080,105.378,12.584,117.962,0.0,24.259
B1697,25.857,2.739,28.596,0.0,4.202
B4089,28.035,3.527,31.562,0.0,5.858
B3916,60.781,7.642,68.423,0.0,14.468
B1867,424.54,5.544,430.084,0.0,116.221
B1873,227.607,23.309,250.916,0.0,46.092
B1052,215.711,53.397,269.108,0.0,22.135
B3645,7.058,1.029,8.087,0.0,2.517
B3123,81.133,9.596,90.729,0.0,18.066
B1734,60.301,2.395,62.696000000000005,0.0,3.782
B1720,21.543,2.325,23.868,0.0,3.334
B3137,52.556,6.993,59.549,0.0,13.052
B2229,1776.298,69.949,1846.247,0.0,902.313
B3889,39.169,5.198,44.367,0.0,9.373
B3651,46.659,7.608,54.266999999999996,0.0,14.935
B1046,2419.39,87.943,2507.333,0.0,1154.649
B2567,37.383,4.673,42.056000000000004,0.0,8.186
B4116,57.209,6.997,64.206,0.0,12.426
B3679,46.86,5.612,52.472,0.0,9.62
B1708,57.269,2.613,59.882,0.0,3.842
B2201,45.748,5.064,50.812,0.0,8.701
B2215,14.568,0.166,14.734,0.0,1.092
B2573,15.224,2.274,17.498,0.0,3.266
B4102,60.098,11.343,71.441,0.0,23.681
B3686,211.669,3.115,214.78400000000002,0.0,57.099
B2598,58.338,6.339,64.677,0.0,11.689
B1091,25.947,1.489,27.436,0.0,4.382
B1085,15.295,1.09,16.385,0.0,2.634
