,hs,dhw,cs,el
0,3682.4439999999954,2298.5149999999985,0.0,12093.238000000036
1,4631.226000000009,2391.8559999999984,0.0,12089.559000000025
2,5413.380000000001,2092.290999999999,0.0,12097.755000000016
3,6467.308000000003,2508.4659999999963,0.0,12109.109000000028
4,7566.268999999989,2512.7609999999972,0.0,12118.14600000002
5,7805.073000000007,2603.129000000001,0.0,15090.259999999998
6,64130.043999999936,5110.725000000003,0.0,33087.45300000008
7,75421.31300000008,10028.514999999996,0.0,17449.622999999992
8,75846.86900000006,15837.264999999989,0.0,15352.297999999966
9,72720.28099999983,16469.572000000022,0.0,15817.33499999998
10,67506.33700000012,15236.62099999999,0.0,15994.716999999957
11,62215.50400000008,15298.127000000022,0.0,14335.96599999997
12,39234.634999999995,12380.298000000015,0.0,34892.69100000012
13,50445.791999999994,12961.69599999997,0.0,17023.616999999977
14,51408.819,11829.854000000007,0.0,14582.57899999998
15,49828.97899999995,10211.580000000002,0.0,14549.570999999976
16,48920.05100000004,11072.064000000006,0.0,13807.317999999974
17,43794.63199999995,12137.813999999998,0.0,16120.030000000002
18,28663.069999999974,16996.798000000017,0.0,34247.81600000007
19,24122.158000000047,14122.742999999995,0.0,40345.55499999996
20,38051.234999999986,9450.224999999975,0.0,15150.577999999992
21,508.1029999999998,8275.047000000006,0.0,14370.75399999999
22,595.4669999999998,7272.226999999994,0.0,14307.545999999982
23,355.54100000000005,3646.140000000002,0.0,10738.03200000003
24,435.73900000000003,2598.8269999999998,0.0,10587.848000000027
25,577.9240000000003,2267.0879999999975,0.0,10573.40200000003
26,795.9980000000004,2108.9889999999987,0.0,10578.184000000025
27,1057.0830000000008,2399.245999999997,0.0,10581.84800000002
28,1379.370999999999,2406.303000000006,0.0,10587.429000000035
29,1531.0410000000004,2117.7070000000026,0.0,13561.529999999995
30,46329.18900000002,3718.218999999996,0.0,31624.684000000063
31,57783.61499999992,8558.227999999994,0.0,13978.051999999989
32,59636.46100000007,13165.426000000003,0.0,11317.834999999966
33,57834.05300000008,17086.59000000001,0.0,11412.648999999989
34,55886.46599999999,18441.62000000001,0.0,11593.33799999999
35,54170.719999999994,18425.520999999975,0.0,11561.498999999993
36,35343.27599999995,13277.091000000015,0.0,31910.207000000086
37,48054.2800000001,14505.83,0.0,14327.231000000002
38,50787.274000000005,12892.863000000018,0.0,11589.463999999984
39,50292.797000000086,11835.421000000017,0.0,11556.830999999984
40,49943.11599999984,7847.158999999992,0.0,11183.668999999978
41,45688.99900000001,10523.326,0.0,13942.177
42,31295.196999999975,14180.468000000004,0.0,31654.976000000086
43,27287.409000000018,15085.56500000002,0.0,37743.504000000015
44,42817.08999999996,9500.641999999994,0.0,13961.730999999987
45,471.0160000000001,8022.350000000003,0.0,13624.070999999998
46,711.8169999999998,7639.366999999998,0.0,13565.844999999985
47,1081.6280000000006,3667.102,0.0,10600.524000000034
48,7620.4200000000155,2543.3580000000075,0.0,12131.503000000033
49,7901.497999999999,2249.3750000000027,0.0,12124.176000000027
50,8325.991,3255.823999999994,0.0,12137.25100000003
51,9123.295999999998,3261.5760000000014,0.0,12159.141000000023
52,10094.46300000002,2574.836999999997,0.0,12175.674000000015
53,14214.141999999994,6972.587999999995,0.0,17473.988000000016
54,70837.67800000007,16782.25899999999,0.0,38481.04899999996
55,174263.30100000012,16711.033000000007,0.0,28054.810000000005
56,165990.09000000008,16562.77600000001,0.0,38965.55800000005
57,156256.4500000004,15987.358000000004,0.0,44479.656999999905
58,139233.00300000008,15128.731999999975,0.0,52846.822999999844
59,118862.44199999994,12984.589000000013,0.0,42087.63699999992
60,91481.229,12081.99200000001,0.0,51747.65100000006
61,95758.38600000022,14774.463000000009,0.0,41992.33900000001
62,87709.79299999996,13077.805999999988,0.0,52782.07799999985
63,82199.99699999971,11780.55999999999,0.0,44689.83999999996
64,79914.2319999998,10850.537999999997,0.0,37625.00599999997
65,78656.95900000002,12226.842000000024,0.0,26716.628000000008
66,29614.388999999956,16146.120000000028,0.0,38553.23800000001
67,25996.38500000001,16286.330999999991,0.0,44357.64499999999
68,40620.46900000001,13494.051999999987,0.0,19129.74200000001
